Village,kabupaten,kecamatan,desa,archetype,households,ghi,ghi_matched,lat,lon,annual_kwh,peak_mw,diesel_mw
614,TIMOR TENGAH UTARA,BIBOKI SELATAN,TOKBESI,rice,236,5.4849,True,-9.329360922218246,124.7096009332898,292876,0.0661,0.0727
615,TIMOR TENGAH UTARA,BIBOKI SELATAN,TUNBAEN,rice,289,5.5378,True,-9.329069031428457,124.6564208184984,358649,0.08094,0.089
616,TIMOR TENGAH UTARA,BIBOKI SELATAN,UPFAON,rice,504,5.509,False,,,625464,0.14115,0.1553
617,TIMOR TENGAH UTARA,BIBOKI TANPAH,OEKOPA,rice,496,5.57,True,-9.33109128418707,124.7863776622827,615536,0.13891,0.1528
618,TIMOR TENGAH UTARA,BIBOKI TANPAH,OERINBESI,rice,435,5.5879,True,-9.347670828753362,124.7907846083405,539835,0.12183,0.134
619,TIMOR TENGAH UTARA,BIBOKI TANPAH,T EBA,rice,521,5.509,False,,,646561,0.14591,0.1605
620,TIMOR TENGAH UTARA,BIBOKI TANPAH,T EBA TIMUR,rice,557,5.509,False,,,691237,0.156,0.1716
621,TIMOR TENGAH UTARA,BIBOKI UTARA,BILOE,rice,361,5.5226,True,-9.29203675019966,124.8080780610486,448001,0.1011,0.1112
622,TIMOR TENGAH UTARA,BIBOKI UTARA,BORONUBAEN,rice,405,5.5943,True,-9.296840805359798,124.8407970600552,502605,0.11343,0.1248
623,TIMOR TENGAH UTARA,BIBOKI UTARA,BORONUBAEN TIMUR,rice,311,5.509,False,,,385951,0.0871,0.0958
624,TIMOR TENGAH UTARA,BIBOKI UTARA,HAUTEAS,rice,321,5.509,False,,,398361,0.0899,0.0989
625,TIMOR TENGAH UTARA,BIBOKI UTARA,HAUTEAS BARAT,rice,196,5.5389,True,-9.288162305719077,124.8183997517415,243236,0.05489,0.0604
626,TIMOR TENGAH UTARA,BIBOKI UTARA,LOKOMEA,rice,247,5.5103,True,-9.26278108822493,124.841614591396,306527,0.06918,0.0761
627,TIMOR TENGAH UTARA,BIBOKI UTARA,SAPAEN,rice,210,5.4825,True,-9.302569423349818,124.7685033703328,260610,0.05881,0.0647
628,TIMOR TENGAH UTARA,BIBOKI UTARA,TAUNBAEN,rice,234,5.4844,True,-9.292908454458551,124.7807079730251,290394,0.06554,0.0721
629,TIMOR TENGAH UTARA,BIBOKI UTARA,TAUNBAEN TIMUR,rice,183,5.503,True,-9.292752035764607,124.7923885351236,227103,0.05125,0.0564
630,TIMOR TENGAH UTARA,BIBOKI UTARA,TUALENE,rice,545,5.509,False,,,676345,0.15264,0.1679
631,TIMOR TENGAH UTARA,BIKOMI NILULAT,HAUMENI ANA,rice,320,5.3258,True,-9.497349126441351,124.3467028463878,397120,0.08962,0.0986
632,TIMOR TENGAH UTARA,BIKOMI NILULAT,INBATE,rice,312,5.591,True,-9.426391778937116,124.3848384425845,387192,0.08738,0.0961
633,TIMOR TENGAH UTARA,BIKOMI NILULAT,NAINABAN,rice,213,5.5306,True,-9.439030514623235,124.367166099326,264333,0.05965,0.0656
634,TIMOR TENGAH UTARA,BIKOMI NILULAT,NILULAT,rice,158,5.2622,True,-9.502756570485287,124.3292978408429,196078,0.04425,0.0487
635,TIMOR TENGAH UTARA,BIKOMI NILULAT,SUNKAEN,rice,134,5.4849,True,-9.463258934112256,124.3656582684028,166294,0.03753,0.0413
636,TIMOR TENGAH UTARA,BIKOMI NILULAT,TUBU,rice,160,5.2251,True,-9.500764421030356,124.3093055724587,198560,0.04481,0.0493
637,TIMOR TENGAH UTARA,BIKOMI SELATAN,KIUSILI,rice,268,5.5399,True,-9.480112221012948,124.4428731070746,332588,0.07506,0.0826
638,TIMOR TENGAH UTARA,BIKOMI SELATAN,MAURISU,rice,109,5.612,True,-9.562376573501444,124.6203184764886,135269,0.03053,0.0336
639,TIMOR TENGAH UTARA,BIKOMI SELATAN,MAURISU SELATAN,rice,188,5.6431,True,-9.565712892923331,124.6838396606005,233308,0.05265,0.0579
640,TIMOR TENGAH UTARA,BIKOMI SELATAN,MAURISU TENGAH,rice,115,5.6389,True,-9.56979404603055,124.6692840596787,142715,0.03221,0.0354
641,TIMOR TENGAH UTARA,BIKOMI SELATAN,MAURISU UTARA,rice,135,5.642,True,-9.540555677631223,124.6181865334918,167535,0.03781,0.0416
642,TIMOR TENGAH UTARA,BIKOMI SELATAN,NAIOLA,rice,492,5.6036,True,-9.536954026508532,124.5001650031466,610572,0.13779,0.1516
643,TIMOR TENGAH UTARA,BIKOMI SELATAN,NAIOLA TIMUR,rice,235,5.6186,True,-9.539855557425454,124.5438353138968,291635,0.06582,0.0724
644,TIMOR TENGAH UTARA,BIKOMI SELATAN,OELAMI,rice,515,5.5619,True,-9.484113462963403,124.4636230174683,639115,0.14423,0.1587
645,TIMOR TENGAH UTARA,BIKOMI SELATAN,OETALUS,rice,195,5.5571,True,-9.499031830091663,124.4571983463552,241995,0.05461,0.0601
646,TIMOR TENGAH UTARA,BIKOMI SELATAN,TUBLOPO,rice,405,5.6218,True,-9.523256430022036,124.5691827294183,502605,0.11343,0.1248
647,TIMOR TENGAH UTARA,BIKOMI TENGAH,BUK,rice,233,5.6053,True,-9.418641722988571,124.4026290467734,289153,0.06526,0.0718
648,TIMOR TENGAH UTARA,BIKOMI TENGAH,KUANEK,rice,167,5.509,False,,,207247,0.04677,0.0514
649,TIMOR TENGAH UTARA,BIKOMI TENGAH,NIMASI,rice,231,5.5807,True,-9.447999730187547,124.4244537866741,286671,0.0647,0.0712
650,TIMOR TENGAH UTARA,BIKOMI TENGAH,OELBONAK,rice,172,5.5939,True,-9.423089668943916,124.4201308625464,213452,0.04817,0.053
651,TIMOR TENGAH UTARA,BIKOMI TENGAH,OENENU,rice,276,5.558,True,-9.432227835249508,124.4546697826278,342516,0.0773,0.085
652,TIMOR TENGAH UTARA,BIKOMI TENGAH,OENENU SELATAN,rice,275,5.5866,True,-9.44310225118947,124.4454143472212,341275,0.07702,0.0847
653,TIMOR TENGAH UTARA,BIKOMI TENGAH,OENENU UTARA,rice,323,5.5814,True,-9.426904798924529,124.4364257236736,400843,0.09046,0.0995
654,TIMOR TENGAH UTARA,BIKOMI TENGAH,OENINO,rice,315,5.5536,True,-9.467375150716151,124.4295602938562,390915,0.08822,0.097
655,TIMOR TENGAH UTARA,BIKOMI TENGAH,SONO,rice,192,5.6126,True,-9.399436098336947,124.390261787013,238272,0.05377,0.0591
656,TIMOR TENGAH UTARA,BIKOMI UTARA,BAAS,rice,105,5.5847,True,-9.410249160849665,124.4212529148227,130305,0.02941,0.0323
657,TIMOR TENGAH UTARA,BIKOMI UTARA,BANAIN,rice,199,5.509,False,,,246959,0.05573,0.0613
658,TIMOR TENGAH UTARA,BIKOMI UTARA,BANAIN B,rice,123,5.5265,True,-9.351547829848922,124.4136549484026,152643,0.03445,0.0379
659,TIMOR TENGAH UTARA,BIKOMI UTARA,BANAIN C,rice,157,5.4651,True,-9.346915928841478,124.4327479787061,194837,0.04397,0.0484
660,TIMOR TENGAH UTARA,BIKOMI UTARA,FAENNAKE,rice,260,5.509,False,,,322660,0.07282,0.0801
661,TIMOR TENGAH UTARA,BIKOMI UTARA,HAUMENI,rice,194,5.574,True,-9.398651563463908,124.4137684627966,240754,0.05433,0.0598
662,TIMOR TENGAH UTARA,BIKOMI UTARA,NAPAN,rice,301,5.5919,True,-9.364883425371351,124.3940062356602,373541,0.0843,0.0927
663,TIMOR TENGAH UTARA,BIKOMI UTARA,SAINONI,rice,185,5.5614,True,-9.38310948433367,124.412653312059,229585,0.05181,0.057
664,TIMOR TENGAH UTARA,BIKOMI UTARA,TES,rice,176,5.5904,True,-9.381428089790322,124.3953279688313,218416,0.04929,0.0542
665,TIMOR TENGAH UTARA,INSANA,AINIUT,rice,320,5.6177,True,-9.471126238086354,124.7030735724205,397120,0.08962,0.0986
666,TIMOR TENGAH UTARA,INSANA,BITAUNI,rice,349,5.6557,True,-9.458192472121556,124.6658394051294,433109,0.09774,0.1075
667,TIMOR TENGAH UTARA,INSANA,BOTOF,rice,201,5.5965,True,-9.436012842290872,124.6728275198871,249441,0.05629,0.0619
668,TIMOR TENGAH UTARA,INSANA,FATOIN,rice,443,5.5382,True,-9.448236914794563,124.7003015277074,549763,0.12407,0.1365
669,TIMOR TENGAH UTARA,INSANA,FATUANA,rice,218,5.509,False,,,270538,0.06105,0.0672
670,TIMOR TENGAH UTARA,INSANA,KEUN,rice,294,5.5363,True,-9.397611999172836,124.6589779559906,364854,0.08234,0.0906
671,TIMOR TENGAH UTARA,INSANA,LOERAM,rice,316,5.5757,True,-9.470982815176004,124.7459894378804,392156,0.0885,0.0974
672,TIMOR TENGAH UTARA,INSANA,MANUNAIN A,rice,433,5.5386,True,-9.42651866687359,124.6930927921612,537353,0.12127,0.1334
673,TIMOR TENGAH UTARA,INSANA,MANUNAIN B,rice,283,5.5918,True,-9.42699721641094,124.6674325917306,351203,0.07926,0.0872
674,TIMOR TENGAH UTARA,INSANA,NANSEAN,rice,237,5.6658,True,-9.526961004445315,124.6578119702133,294117,0.06638,0.073
675,TIMOR TENGAH UTARA,INSANA,NANSEAN TIMUR,rice,134,5.6652,True,-9.534498636820436,124.6826109639169,166294,0.03753,0.0413
676,TIMOR TENGAH UTARA,INSANA,NUNMAFO,rice,552,5.4747,True,-9.427531678126078,124.7171317104791,685032,0.1546,0.1701
677,TIMOR TENGAH UTARA,INSANA,OINBIT,rice,639,5.509,False,,,792999,0.17896,0.1969
678,TIMOR TENGAH UTARA,INSANA,SEKON,rice,272,5.6481,True,-9.473699952093812,124.6264818569262,337552,0.07618,0.0838
679,TIMOR TENGAH UTARA,INSANA,SUSULAKU,rice,281,5.6727,True,-9.501675209101624,124.6835289186569,348721,0.0787,0.0866
680,TIMOR TENGAH UTARA,INSANA,SUSULAKU B,rice,192,5.6478,True,-9.535711435598042,124.7263712328115,238272,0.05377,0.0591
681,TIMOR TENGAH UTARA,INSANA,TAPENPAH,rice,309,5.6703,True,-9.455262280476305,124.6396115830936,383469,0.08654,0.0952
682,TIMOR TENGAH UTARA,INSANA BARAT,BANAE,rice,473,5.509,False,,,586993,0.13247,0.1457
683,TIMOR TENGAH UTARA,INSANA BARAT,DESA ADMEN,rice,287,5.509,False,,,356167,0.08038,0.0884
684,TIMOR TENGAH UTARA,INSANA BARAT,LAPEOM,rice,236,5.5078,True,-9.49333727228955,124.543710393855,292876,0.0661,0.0727
685,TIMOR TENGAH UTARA,INSANA BARAT,LETNEO,rice,306,5.5889,True,-9.465458051436656,124.6042053526275,379746,0.0857,0.0943
686,TIMOR TENGAH UTARA,INSANA BARAT,LETNEO SELATAN,rice,180,5.6484,True,-9.512147408937173,124.6208337134522,223380,0.05041,0.0555
687,TIMOR TENGAH UTARA,INSANA BARAT,NIFUNENAS,rice,186,5.4874,True,-9.482455828150645,124.5557275636498,230826,0.05209,0.0573
688,TIMOR TENGAH UTARA,INSANA BARAT,OABIKASE,rice,103,5.5604,True,-9.500436876200556,124.5583284571463,127823,0.02885,0.0317
689,TIMOR TENGAH UTARA,INSANA BARAT,SUBUN,rice,190,5.4488,True,-9.457651922556469,124.5453940998185,235790,0.05321,0.0585
690,TIMOR TENGAH UTARA,INSANA BARAT,SUBUN BESTOBE,rice,142,5.4544,True,-9.452004126567449,124.5553765680462,176222,0.03977,0.0437
691,TIMOR TENGAH UTARA,INSANA BARAT,SUBUN TUALELE,rice,180,5.4557,True,-9.477446182700197,124.5384413599886,223380,0.05041,0.0555
692,TIMOR TENGAH UTARA,INSANA BARAT,UNINI,rice,379,5.509,False,,,470339,0.10614,0.1168
693,TIMOR TENGAH UTARA,INSANA BARAT,USAPINONOT,rice,206,5.5187,True,-9.491272165406132,124.5656722168342,255646,0.05769,0.0635
694,TIMOR TENGAH UTARA,INSANA FAFINESU,BANUAN,rice,168,5.509,False,,,208488,0.04705,0.0518
695,TIMOR TENGAH UTARA,INSANA FAFINESU,FAFINESU,rice,201,5.445,True,-9.381578967073963,124.5732510788281,249441,0.05629,0.0619
696,TIMOR TENGAH UTARA,INSANA FAFINESU,FAFINESU A,rice,443,5.5424,True,-9.398107801919592,124.5985553282011,549763,0.12407,0.1365
697,TIMOR TENGAH UTARA,INSANA FAFINESU,FAFINESU B,rice,316,5.4161,True,-9.368112550376232,124.5484613605139,392156,0.0885,0.0974
698,TIMOR TENGAH UTARA,INSANA FAFINESU,FAFINESU C,rice,319,5.4799,True,-9.359927368180315,124.5850439648639,395879,0.08934,0.0983
699,TIMOR TENGAH UTARA,INSANA FAFINESU,OENAIN,rice,134,5.499,True,-9.342344933458122,124.5398980014864,166294,0.03753,0.0413
700,TIMOR TENGAH UTARA,INSANA TENGAH,LANAUS,rice,498,5.5869,True,-9.408404265561453,124.6288969451724,618018,0.13947,0.1534
701,TIMOR TENGAH UTARA,INSANA TENGAH,LETMAFO,rice,548,5.6241,True,-9.430868570977117,124.6093381054003,680068,0.15348,0.1688
702,TIMOR TENGAH UTARA,INSANA TENGAH,LETMAFO TIMUR,rice,275,5.6497,True,-9.430592401189,124.6293793557428,341275,0.07702,0.0847
703,TIMOR TENGAH UTARA,INSANA TENGAH,MAUBESI,rice,862,5.4827,True,-9.409866081100368,124.5670007895355,1069742,0.24142,0.2656
704,TIMOR TENGAH UTARA,INSANA TENGAH,OEHALO,rice,115,5.4859,True,-9.3703734201779,124.6031647642798,142715,0.03221,0.0354
705,TIMOR TENGAH UTARA,INSANA TENGAH,SONE,rice,199,5.5467,True,-9.333773885893525,124.621303081691,246959,0.05573,0.0613
706,TIMOR TENGAH UTARA,INSANA TENGAH,TAINSALA,rice,559,5.7212,True,-9.243576747510684,124.6004131226989,693719,0.15656,0.1722
707,TIMOR TENGAH UTARA,INSANA UTARA,FATUMTASA,rice,293,5.6153,True,-9.277293305265516,124.5456761291403,363613,0.08206,0.0903
708,TIMOR TENGAH UTARA,INSANA UTARA,HUMUSU A,rice,320,5.509,False,,,397120,0.08962,0.0986
709,TIMOR TENGAH UTARA,INSANA UTARA,HUMUSU B,rice,546,5.509,False,,,677586,0.15292,0.1682
710,TIMOR TENGAH UTARA,INSANA UTARA,HUMUSU WINI,rice,1101,5.509,False,,,1366341,0.30835,0.3392
711,TIMOR TENGAH UTARA,INSANA UTARA,OESOKO,rice,368,5.8579,True,-9.189980611089736,124.5700851185448,456688,0.10306,0.1134
712,TIMOR TENGAH UTARA,KOTA KEFAMENANU,APLASI,government,662,5.4669,True,-9.435613573486927,124.4914628044842,821542,0.1854,0.2039
713,TIMOR TENGAH UTARA,KOTA KEFAMENANU,BANSONE,government,782,5.5651,True,-9.449027936544516,124.4617106074184,970462,0.21901,0.2409
714,TIMOR TENGAH UTARA,KOTA KEFAMENANU,BENPASI,horticulture,1211,5.5609,True,-9.4615172426852,124.4728085893852,1502851,0.33916,0.3731
715,TIMOR TENGAH UTARA,KOTA KEFAMENANU,KEFAMENANU SELATAN,trade,1759,5.549,True,-9.464092130676306,124.4843451436987,2182919,0.49264,0.5419
716,TIMOR TENGAH UTARA,KOTA KEFAMENANU,KEFAMENANU TENGAH,trade,1391,5.513,True,-9.446428215241236,124.4820751889329,1726231,0.38957,0.4285
717,TIMOR TENGAH UTARA,KOTA KEFAMENANU,KEFAMENANU UTARA,rice,745,5.5094,True,-9.433771995117771,124.4717136458582,924545,0.20865,0.2295
718,TIMOR TENGAH UTARA,KOTA KEFAMENANU,MAUBELI,government,1429,5.5653,True,-9.48696322520408,124.4870160923602,1773389,0.40021,0.4402
719,TIMOR TENGAH UTARA,KOTA KEFAMENANU,SASI,rice,1869,5.582,True,-9.505562056077244,124.5044110057403,2319429,0.52344,0.5758
720,TIMOR TENGAH UTARA,KOTA KEFAMENANU,TUBUHUE,rice,1409,5.4885,True,-9.462370382537022,124.5151371446027,1748569,0.39461,0.4341
721,TIMOR TENGAH UTARA,MIOMAFFO BARAT,EBAN,rice,631,5.0882,True,-9.545393253120547,124.3188600869213,783071,0.17672,0.1944
722,TIMOR TENGAH UTARA,MIOMAFFO BARAT,FATUNENO,rice,403,4.9626,True,-9.530336155161796,124.276611133301,500123,0.11287,0.1242
723,TIMOR TENGAH UTARA,MIOMAFFO BARAT,FATUNISUAN,rice,485,5.292,True,-9.579450390249502,124.3724930182839,601885,0.13583,0.1494
724,TIMOR TENGAH UTARA,MIOMAFFO BARAT,FATUTASU,rice,310,5.2368,True,-9.563807169465628,124.3622348169946,384710,0.08682,0.0955
725,TIMOR TENGAH UTARA,MIOMAFFO BARAT,HAULASI,rice,285,5.2978,True,-9.554321089632426,124.3844132032371,353685,0.07982,0.0878
726,TIMOR TENGAH UTARA,MIOMAFFO BARAT,LEMON,rice,130,5.115,True,-9.570966670710469,124.3164282243323,161330,0.03641,0.04
727,TIMOR TENGAH UTARA,MIOMAFFO BARAT,MANUSASI,rice,237,5.0995,True,-9.51059057508932,124.2882773867248,294117,0.06638,0.073
728,TIMOR TENGAH UTARA,MIOMAFFO BARAT,NOELTOKO,rice,189,5.509,False,,,234549,0.05293,0.0582
729,TIMOR TENGAH UTARA,MIOMAFFO BARAT,NOEPESU,rice,447,4.9093,True,-9.551041277425856,124.274540282363,554727,0.12519,0.1377
730,TIMOR TENGAH UTARA,MIOMAFFO BARAT,SAENAM,rice,203,5.05,True,-9.53212022118815,124.3010321182085,251923,0.05685,0.0625
731,TIMOR TENGAH UTARA,MIOMAFFO BARAT,SALLU,rice,583,5.1223,True,-9.547591570869082,124.3370825876286,723503,0.16328,0.1796
732,TIMOR TENGAH UTARA,MIOMAFFO BARAT,SATAB,rice,88,5.509,False,,,109208,0.02465,0.0271
733,TIMOR TENGAH UTARA,MIOMAFFO BARAT,SUANAE,rice,257,5.1582,True,-9.583652976230606,124.3268161664517,318937,0.07198,0.0792
734,TIMOR TENGAH UTARA,MIOMAFFO TENGAH,AKOMI,rice,230,5.4616,True,-9.55683490594048,124.4185484397352,285430,0.06442,0.0709
735,TIMOR TENGAH UTARA,MIOMAFFO TENGAH,BIJAEPASU,rice,420,5.478,True,-9.53188469489777,124.4282945624265,521220,0.11763,0.1294
736,TIMOR TENGAH UTARA,MIOMAFFO TENGAH,NIAN,rice,492,5.509,False,,,610572,0.13779,0.1516
737,TIMOR TENGAH UTARA,MIOMAFFO TENGAH,NOENASI,rice,179,5.509,False,,,222139,0.05013,0.0551
738,TIMOR TENGAH UTARA,MIOMAFFO TENGAH,TUABATAN,rice,181,5.3882,True,-9.53010324471256,124.4026058809923,224621,0.05069,0.0558
739,TIMOR TENGAH UTARA,MIOMAFFO TENGAH,TUABATAN BARAT,rice,180,5.3303,True,-9.540415752131205,124.3947865023939,223380,0.05041,0.0555
740,TIMOR TENGAH UTARA,MIOMAFFO TIMUR,AMOL,rice,344,5.4611,True,-9.394301332696152,124.4585152127078,426904,0.09634,0.106
741,TIMOR TENGAH UTARA,MIOMAFFO TIMUR,BITEFA,rice,382,5.4515,True,-9.36697470104315,124.4603971284692,474062,0.10699,0.1177
742,TIMOR TENGAH UTARA,MIOMAFFO TIMUR,BOKON,rice,134,5.4588,True,-9.351540790536417,124.4794995734195,166294,0.03753,0.0413
743,TIMOR TENGAH UTARA,MIOMAFFO TIMUR,FATUSENE,rice,140,5.3105,True,-9.386479245907678,124.4810688033563,173740,0.03921,0.0431
744,TIMOR TENGAH UTARA,MIOMAFFO TIMUR,FEMNASI,rice,244,5.314,True,-9.4016349658072,124.5101276312765,302804,0.06834,0.0752
745,TIMOR TENGAH UTARA,MIOMAFFO TIMUR,JAK,rice,187,5.4659,True,-9.349708793184842,124.5140755263862,232067,0.05237,0.0576
746,TIMOR TENGAH UTARA,MIOMAFFO TIMUR,KAENBAUN,rice,150,5.509,False,,,186150,0.04201,0.0462
747,TIMOR TENGAH UTARA,MIOMAFFO TIMUR,OESENA,rice,822,5.4704,True,-9.417162095485216,124.466740665189,1020102,0.23021,0.2532
748,TIMOR TENGAH UTARA,MIOMAFFO TIMUR,TAEKAS,rice,382,5.3528,True,-9.408688169735557,124.4885292467935,474062,0.10699,0.1177
749,TIMOR TENGAH UTARA,MIOMAFFO TIMUR,TUNOE,rice,247,5.4695,True,-9.350536093674084,124.5280443020943,306527,0.06918,0.0761
750,TIMOR TENGAH UTARA,MIOMAFFO TIMUR,TUNTUN,rice,247,5.3705,True,-9.36690770305138,124.5063596368377,306527,0.06918,0.0761
751,TIMOR TENGAH UTARA,MUSI,AINAN,rice,118,5.4951,True,-9.483832015600948,124.4238683077858,146438,0.03305,0.0364
752,TIMOR TENGAH UTARA,MUSI,BATNES,rice,264,5.3033,True,-9.509836111931325,124.335884777626,327624,0.07394,0.0813
753,TIMOR TENGAH UTARA,MUSI,BISAFE,rice,99,5.5571,True,-9.455887937749567,124.3913754706531,122859,0.02773,0.0305
754,TIMOR TENGAH UTARA,MUSI,OELNEKE,rice,228,5.4633,True,-9.48861286782568,124.4021312364453,282948,0.06386,0.0702
755,TIMOR TENGAH UTARA,MUSI,OEOLO,rice,334,5.4825,True,-9.475124952003698,124.3808475084066,414494,0.09354,0.1029
756,TIMOR TENGAH UTARA,MUSI,OETULU,rice,336,5.3134,True,-9.51015648818351,124.3719919777716,416976,0.0941,0.1035
757,TIMOR TENGAH UTARA,MUTIS,NAEKAKE A,rice,462,5.5296,True,-9.40859292823706,124.2084170836568,573342,0.12939,0.1423
758,TIMOR TENGAH UTARA,MUTIS,NAEKAKE B,rice,240,5.476,True,-9.428201706279332,124.1839210917899,297840,0.06722,0.0739
759,TIMOR TENGAH UTARA,MUTIS,NOELELO,rice,177,5.4353,True,-9.446768716199148,124.1619547046586,219657,0.04957,0.0545
760,TIMOR TENGAH UTARA,MUTIS,TASINIFU,rice,1039,5.2709,True,-9.467290254491818,124.2471835443509,1289399,0.29099,0.3201
761,TIMOR TENGAH UTARA,NAIBENU,BAKITOLAS,rice,429,5.412,True,-9.304408065171282,124.4829696115819,532389,0.12015,0.1322
762,TIMOR TENGAH UTARA,NAIBENU,BENUS,rice,251,5.441,True,-9.286328771835157,124.4961668032304,311491,0.0703,0.0773
763,TIMOR TENGAH UTARA,NAIBENU,MANAMAS,rice,376,5.4128,True,-9.23500759920654,124.4844672255029,466616,0.1053,0.1158
764,TIMOR TENGAH UTARA,NAIBENU,SUNSEA,rice,336,5.421,True,-9.326034969673648,124.4736606839645,416976,0.0941,0.1035
765,TIMOR TENGAH UTARA,NOEMUTI,BANFANU,rice,385,5.5116,True,-9.565723443681618,124.4506556211577,477785,0.10783,0.1186
766,TIMOR TENGAH UTARA,NOEMUTI,BIJELI,rice,213,5.5292,True,-9.597304375917268,124.4917705260732,264333,0.05965,0.0656
767,TIMOR TENGAH UTARA,NOEMUTI,FATUMUTI,rice,325,5.5823,True,-9.564031537744238,124.4898969597621,403325,0.09102,0.1001
768,TIMOR TENGAH UTARA,NOEMUTI,KIUOLA,rice,292,5.4794,True,-9.60179957936134,124.4518823785036,362372,0.08178,0.09
769,TIMOR TENGAH UTARA,NOEMUTI,NIBAAF,rice,221,5.535,True,-9.592391156338811,124.5406987541955,274261,0.06189,0.0681
770,TIMOR TENGAH UTARA,NOEMUTI,NIFUBOKE,rice,337,5.5344,True,-9.600664745631034,124.5100132093936,418217,0.09438,0.1038
771,TIMOR TENGAH UTARA,NOEMUTI,NOEBAUN,rice,406,5.5252,True,-9.61283476139488,124.4846840259598,503846,0.11371,0.1251
772,TIMOR TENGAH UTARA,NOEMUTI,NOEMUTI,rice,202,5.5727,True,-9.560485564487257,124.4803220658817,250682,0.05657,0.0622
773,TIMOR TENGAH UTARA,NOEMUTI,OENAK,rice,288,5.5596,True,-9.570812845767325,124.5158034954925,357408,0.08066,0.0887
774,TIMOR TENGAH UTARA,NOEMUTI,OEPERIGI,rice,110,5.5356,True,-9.644013555197606,124.5035055101952,136510,0.03081,0.0339
775,TIMOR TENGAH UTARA,NOEMUTI,POPNAM,rice,467,5.5542,True,-9.635535450731236,124.5363760398934,579547,0.13079,0.1439
776,TIMOR TENGAH UTARA,NOEMUTI,S E O,rice,171,5.509,False,,,212211,0.04789,0.0527
777,TIMOR TENGAH UTARA,NOEMUTI TIMUR,HAEKTO,rice,332,5.6072,True,-9.58840536165261,124.6228701437838,412012,0.09298,0.1023
778,TIMOR TENGAH UTARA,NOEMUTI TIMUR,KUAKEN,rice,188,5.5651,True,-9.571291157519244,124.5511941525382,233308,0.05265,0.0579
779,TIMOR TENGAH UTARA,NOEMUTI TIMUR,MANIKIN,rice,266,5.571,True,-9.581588648751696,124.5913862636056,330106,0.0745,0.0819
780,TIMOR TENGAH UTARA,NOEMUTI TIMUR,NAOB,rice,376,5.5658,True,-9.608688912055142,124.5778094292306,466616,0.1053,0.1158
