r_id,banten,banten,banten,banten,banten,banten,banten,banten,banten,banten,banten,banten,banten,banten,banten,banten,banten,banten,banten,banten,banten,banten,banten,banten,banten,banten,banten,banten,banten,banten,banten,banten,banten,banten,banten,banten,banten,banten,banten,banten,banten,banten,banten,banten,banten,banten,banten,banten,,,,,,,,,,banten,,,,,,,,,,,banten,banten,banten,banten,banten,banten,banten,banten,banten,banten,banten,banten,banten,banten,banten,banten,banten,banten,banten,banten,banten,banten,banten,banten,banten,banten,banten,banten,banten,banten,banten,banten,banten,banten,banten,banten,banten,banten,banten,banten,banten,banten,banten,banten,banten,banten,banten,banten,banten,banten,west_java,west_java,west_java,west_java,west_java,west_java,west_java,west_java,west_java,west_java,west_java,west_java,west_java,west_java,west_java,west_java,west_java,west_java,west_java,west_java,west_java,west_java,west_java,west_java,west_java,west_java,west_java,west_java,west_java,west_java,west_java,west_java,west_java,west_java,west_java,west_java,west_java,west_java,west_java,west_java,west_java,west_java,west_java,west_java,west_java,central_java,central_java,central_java,central_java,central_java,central_java,central_java,central_java,central_java,central_java,central_java,central_java,central_java,central_java,east_java,east_java,east_java,east_java
21,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,0,0,0,0,1,1,1,0,0,1,1,1,1,1,0,0,0,0,1,1,1,0,0,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,0,0,1,1,1,0,0,1,1,0,1,1,1,1,1,0,0,0,0,1,1,1,0,0,,,,
22,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,0,0,0,0,1,1,1,0,0,1,1,1,1,1,0,0,0,0,1,1,1,0,0,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,0,0,1,1,1,0,0,1,1,0,1,1,1,1,1,0,0,0,0,1,1,1,0,0,,,,
23,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,0,0,0,0,1,1,1,0,0,1,1,1,1,1,0,0,0,0,1,1,1,0,0,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,0,0,1,1,1,0,0,1,1,0,1,1,1,1,1,0,0,0,0,1,1,1,0,0,,,,
24,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,0,0,0,0,1,1,1,0,0,1,1,1,1,1,0,0,0,0,1,1,1,0,0,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,0,0,1,1,1,0,0,1,1,0,1,1,1,1,1,0,0,0,0,1,1,1,0,0,,,,
25,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,0,0,0,0,1,1,1,0,0,1,1,1,1,1,0,0,0,0,1,1,1,0,0,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,0,0,1,1,1,0,0,1,1,0,1,1,1,1,1,0,0,0,0,1,1,1,0,0,,,,
26,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,0,0,0,0,1,1,1,0,0,1,1,1,1,1,0,0,0,0,1,1,1,0,0,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,0,0,1,1,1,0,0,1,1,0,1,1,1,1,1,0,0,0,0,1,1,1,0,0,,,,
27,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,0,0,0,0,1,1,1,0,0,1,1,1,1,1,0,0,0,0,1,1,1,0,0,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,0,0,1,1,1,0,0,1,1,0,1,1,1,1,1,0,0,0,0,1,1,1,0,0,,,,
28,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,0,0,0,0,1,1,1,0,0,1,1,1,1,1,0,0,0,0,1,1,1,0,0,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,0,0,1,1,1,0,0,1,1,0,1,1,1,1,1,0,0,0,0,1,1,1,0,0,,,,
29,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,0,0,0,0,1,1,1,0,0,1,1,1,1,1,0,0,0,0,1,1,1,0,0,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,0,0,1,1,1,0,0,1,1,0,1,1,1,1,1,0,0,0,0,1,1,1,0,0,,,,
30,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,0,0,0,0,1,1,1,0,0,1,1,1,1,1,0,0,0,0,1,1,1,0,0,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,0,0,1,1,1,0,0,1,1,0,1,1,1,1,1,0,0,0,0,1,1,1,0,0,,,,
31,1,1,1,1,1,1,1,0.057,0.057,0.057,0.057,0.057,1,1,1,1,1,1,0.057,0.057,0.057,0.057,0.057,1,1,1,1,1,1,0.057,0.057,0.057,0.057,0.057,1,1,1,1,1,1,1,1,0.057,0.057,0.057,0.057,1,1,1,1,1,1,0.057,0.057,0.057,0.057,0.057,1,1,1,1,1,1,0.057,0.057,0.057,0.057,0.057,1,1,1,1,1,1,0.057,0.057,0.057,0.057,0.057,1,1,1,1,1,1,0.057,0.057,0.057,0.057,0.057,1,1,1,1,1,0.057,0.057,0.057,0.057,1,1,1,1,1,1,0.057,0.057,0.057,0.057,1,1,1,1,1,0.057,0.057,0.057,0.057,1,1,1,0.053,0.053,1,1,1,1,1,0.053,0.053,0.053,0.053,1,1,1,0.053,0.053,1,1,1,1,1,1,1,0.053,0.053,0.053,0.053,0.053,1,1,1,1,0.053,0.053,1,1,1,0.053,0.053,1,1,0.053,1,1,1,1,1,0.035,0.035,0.035,0.035,1,1,1,0.035,0.035,,,,
32,1,1,1,1,1,1,1,0.239,0.239,0.239,0.239,0.239,1,1,1,1,1,1,0.239,0.239,0.239,0.239,0.239,1,1,1,1,1,1,0.239,0.239,0.239,0.239,0.239,1,1,1,1,1,1,1,1,0.239,0.239,0.239,0.239,1,1,1,1,1,1,0.239,0.239,0.239,0.239,0.239,1,1,1,1,1,1,0.239,0.239,0.239,0.239,0.239,1,1,1,1,1,1,0.239,0.239,0.239,0.239,0.239,1,1,1,1,1,1,0.239,0.239,0.239,0.239,0.239,1,1,1,1,1,0.239,0.239,0.239,0.239,1,1,1,1,1,1,0.239,0.239,0.239,0.239,1,1,1,1,1,0.239,0.239,0.239,0.239,1,1,1,0.208,0.208,1,1,1,1,1,0.208,0.208,0.208,0.208,1,1,1,0.208,0.208,1,1,1,1,1,1,1,0.208,0.208,0.208,0.208,0.208,1,1,1,1,0.208,0.208,1,1,1,0.208,0.208,1,1,0.208,1,1,1,1,1,0.125,0.125,0.125,0.125,1,1,1,0.125,0.125,,,,
33,1,1,1,1,1,1,1,0.419,0.419,0.419,0.419,0.419,1,1,1,1,1,1,0.419,0.419,0.419,0.419,0.419,1,1,1,1,1,1,0.419,0.419,0.419,0.419,0.419,1,1,1,1,1,1,1,1,0.419,0.419,0.419,0.419,1,1,1,1,1,1,0.419,0.419,0.419,0.419,0.419,1,1,1,1,1,1,0.419,0.419,0.419,0.419,0.419,1,1,1,1,1,1,0.419,0.419,0.419,0.419,0.419,1,1,1,1,1,1,0.419,0.419,0.419,0.419,0.419,1,1,1,1,1,0.419,0.419,0.419,0.419,1,1,1,1,1,1,0.419,0.419,0.419,0.419,1,1,1,1,1,0.419,0.419,0.419,0.419,1,1,1,0.424,0.424,1,1,1,1,1,0.424,0.424,0.424,0.424,1,1,1,0.424,0.424,1,1,1,1,1,1,1,0.424,0.424,0.424,0.424,0.424,1,1,1,1,0.424,0.424,1,1,1,0.424,0.424,1,1,0.424,1,1,1,1,1,0.222,0.222,0.222,0.222,1,1,1,0.222,0.222,,,,
34,1,1,1,1,1,1,1,0.542,0.542,0.542,0.542,0.542,1,1,1,1,1,1,0.542,0.542,0.542,0.542,0.542,1,1,1,1,1,1,0.542,0.542,0.542,0.542,0.542,1,1,1,1,1,1,1,1,0.542,0.542,0.542,0.542,1,1,1,1,1,1,0.542,0.542,0.542,0.542,0.542,1,1,1,1,1,1,0.542,0.542,0.542,0.542,0.542,1,1,1,1,1,1,0.542,0.542,0.542,0.542,0.542,1,1,1,1,1,1,0.542,0.542,0.542,0.542,0.542,1,1,1,1,1,0.542,0.542,0.542,0.542,1,1,1,1,1,1,0.542,0.542,0.542,0.542,1,1,1,1,1,0.542,0.542,0.542,0.542,1,1,1,0.538,0.538,1,1,1,1,1,0.538,0.538,0.538,0.538,1,1,1,0.538,0.538,1,1,1,1,1,1,1,0.538,0.538,0.538,0.538,0.538,1,1,1,1,0.538,0.538,1,1,1,0.538,0.538,1,1,0.538,1,1,1,1,1,0.313,0.313,0.313,0.313,1,1,1,0.313,0.313,,,,
35,1,1,1,1,1,1,1,0.601,0.601,0.601,0.601,0.601,1,1,1,1,1,1,0.601,0.601,0.601,0.601,0.601,1,1,1,1,1,1,0.601,0.601,0.601,0.601,0.601,1,1,1,1,1,1,1,1,0.601,0.601,0.601,0.601,1,1,1,1,1,1,0.601,0.601,0.601,0.601,0.601,1,1,1,1,1,1,0.601,0.601,0.601,0.601,0.601,1,1,1,1,1,1,0.601,0.601,0.601,0.601,0.601,1,1,1,1,1,1,0.601,0.601,0.601,0.601,0.601,1,1,1,1,1,0.601,0.601,0.601,0.601,1,1,1,1,1,1,0.601,0.601,0.601,0.601,1,1,1,1,1,0.601,0.601,0.601,0.601,1,1,1,0.6,0.6,1,1,1,1,1,0.6,0.6,0.6,0.6,1,1,1,0.6,0.6,1,1,1,1,1,1,1,0.6,0.6,0.6,0.6,0.6,1,1,1,1,0.6,0.6,1,1,1,0.6,0.6,1,1,0.6,1,1,1,1,1,0.373,0.373,0.373,0.373,1,1,1,0.373,0.373,,,,
36,1,1,1,1,1,1,1,0.633,0.633,0.633,0.633,0.633,1,1,1,1,1,1,0.633,0.633,0.633,0.633,0.633,1,1,1,1,1,1,0.633,0.633,0.633,0.633,0.633,1,1,1,1,1,1,1,1,0.633,0.633,0.633,0.633,1,1,1,1,1,1,0.633,0.633,0.633,0.633,0.633,1,1,1,1,1,1,0.633,0.633,0.633,0.633,0.633,1,1,1,1,1,1,0.633,0.633,0.633,0.633,0.633,1,1,1,1,1,1,0.633,0.633,0.633,0.633,0.633,1,1,1,1,1,0.633,0.633,0.633,0.633,1,1,1,1,1,1,0.633,0.633,0.633,0.633,1,1,1,1,1,0.633,0.633,0.633,0.633,1,1,1,0.591,0.591,1,1,1,1,1,0.591,0.591,0.591,0.591,1,1,1,0.591,0.591,1,1,1,1,1,1,1,0.591,0.591,0.591,0.591,0.591,1,1,1,1,0.591,0.591,1,1,1,0.591,0.591,1,1,0.591,1,1,1,1,1,0.383,0.383,0.383,0.383,1,1,1,0.383,0.383,,,,
37,1,1,1,1,1,1,1,0.631,0.631,0.631,0.631,0.631,1,1,1,1,1,1,0.631,0.631,0.631,0.631,0.631,1,1,1,1,1,1,0.631,0.631,0.631,0.631,0.631,1,1,1,1,1,1,1,1,0.631,0.631,0.631,0.631,1,1,1,1,1,1,0.631,0.631,0.631,0.631,0.631,1,1,1,1,1,1,0.631,0.631,0.631,0.631,0.631,1,1,1,1,1,1,0.631,0.631,0.631,0.631,0.631,1,1,1,1,1,1,0.631,0.631,0.631,0.631,0.631,1,1,1,1,1,0.631,0.631,0.631,0.631,1,1,1,1,1,1,0.631,0.631,0.631,0.631,1,1,1,1,1,0.631,0.631,0.631,0.631,1,1,1,0.527,0.527,1,1,1,1,1,0.527,0.527,0.527,0.527,1,1,1,0.527,0.527,1,1,1,1,1,1,1,0.527,0.527,0.527,0.527,0.527,1,1,1,1,0.527,0.527,1,1,1,0.527,0.527,1,1,0.527,1,1,1,1,1,0.419,0.419,0.419,0.419,1,1,1,0.419,0.419,,,,
38,1,1,1,1,1,1,1,0.567,0.567,0.567,0.567,0.567,1,1,1,1,1,1,0.567,0.567,0.567,0.567,0.567,1,1,1,1,1,1,0.567,0.567,0.567,0.567,0.567,1,1,1,1,1,1,1,1,0.567,0.567,0.567,0.567,1,1,1,1,1,1,0.567,0.567,0.567,0.567,0.567,1,1,1,1,1,1,0.567,0.567,0.567,0.567,0.567,1,1,1,1,1,1,0.567,0.567,0.567,0.567,0.567,1,1,1,1,1,1,0.567,0.567,0.567,0.567,0.567,1,1,1,1,1,0.567,0.567,0.567,0.567,1,1,1,1,1,1,0.567,0.567,0.567,0.567,1,1,1,1,1,0.567,0.567,0.567,0.567,1,1,1,0.411,0.411,1,1,1,1,1,0.411,0.411,0.411,0.411,1,1,1,0.411,0.411,1,1,1,1,1,1,1,0.411,0.411,0.411,0.411,0.411,1,1,1,1,0.411,0.411,1,1,1,0.411,0.411,1,1,0.411,1,1,1,1,1,0.4,0.4,0.4,0.4,1,1,1,0.4,0.4,,,,
39,1,1,1,1,1,1,1,0.446,0.446,0.446,0.446,0.446,1,1,1,1,1,1,0.446,0.446,0.446,0.446,0.446,1,1,1,1,1,1,0.446,0.446,0.446,0.446,0.446,1,1,1,1,1,1,1,1,0.446,0.446,0.446,0.446,1,1,1,1,1,1,0.446,0.446,0.446,0.446,0.446,1,1,1,1,1,1,0.446,0.446,0.446,0.446,0.446,1,1,1,1,1,1,0.446,0.446,0.446,0.446,0.446,1,1,1,1,1,1,0.446,0.446,0.446,0.446,0.446,1,1,1,1,1,0.446,0.446,0.446,0.446,1,1,1,1,1,1,0.446,0.446,0.446,0.446,1,1,1,1,1,0.446,0.446,0.446,0.446,1,1,1,0.296,0.296,1,1,1,1,1,0.296,0.296,0.296,0.296,1,1,1,0.296,0.296,1,1,1,1,1,1,1,0.296,0.296,0.296,0.296,0.296,1,1,1,1,0.296,0.296,1,1,1,0.296,0.296,1,1,0.296,1,1,1,1,1,0.322,0.322,0.322,0.322,1,1,1,0.322,0.322,,,,
40,1,1,1,1,1,1,1,0.293,0.293,0.293,0.293,0.293,1,1,1,1,1,1,0.293,0.293,0.293,0.293,0.293,1,1,1,1,1,1,0.293,0.293,0.293,0.293,0.293,1,1,1,1,1,1,1,1,0.293,0.293,0.293,0.293,1,1,1,1,1,1,0.293,0.293,0.293,0.293,0.293,1,1,1,1,1,1,0.293,0.293,0.293,0.293,0.293,1,1,1,1,1,1,0.293,0.293,0.293,0.293,0.293,1,1,1,1,1,1,0.293,0.293,0.293,0.293,0.293,1,1,1,1,1,0.293,0.293,0.293,0.293,1,1,1,1,1,1,0.293,0.293,0.293,0.293,1,1,1,1,1,0.293,0.293,0.293,0.293,1,1,1,0.183,0.183,1,1,1,1,1,0.183,0.183,0.183,0.183,1,1,1,0.183,0.183,1,1,1,1,1,1,1,0.183,0.183,0.183,0.183,0.183,1,1,1,1,0.183,0.183,1,1,1,0.183,0.183,1,1,0.183,1,1,1,1,1,0.205,0.205,0.205,0.205,1,1,1,0.205,0.205,,,,
41,1,1,1,1,1,1,1,0.115,0.115,0.115,0.115,0.115,1,1,1,1,1,1,0.115,0.115,0.115,0.115,0.115,1,1,1,1,1,1,0.115,0.115,0.115,0.115,0.115,1,1,1,1,1,1,1,1,0.115,0.115,0.115,0.115,1,1,1,1,1,1,0.115,0.115,0.115,0.115,0.115,1,1,1,1,1,1,0.115,0.115,0.115,0.115,0.115,1,1,1,1,1,1,0.115,0.115,0.115,0.115,0.115,1,1,1,1,1,1,0.115,0.115,0.115,0.115,0.115,1,1,1,1,1,0.115,0.115,0.115,0.115,1,1,1,1,1,1,0.115,0.115,0.115,0.115,1,1,1,1,1,0.115,0.115,0.115,0.115,1,1,1,0.06,0.06,1,1,1,1,1,0.06,0.06,0.06,0.06,1,1,1,0.06,0.06,1,1,1,1,1,1,1,0.06,0.06,0.06,0.06,0.06,1,1,1,1,0.06,0.06,1,1,1,0.06,0.06,1,1,0.06,1,1,1,1,1,0.068,0.068,0.068,0.068,1,1,1,0.068,0.068,,,,
42,1,1,1,1,1,1,1,0.009,0.009,0.009,0.009,0.009,1,1,1,1,1,1,0.009,0.009,0.009,0.009,0.009,1,1,1,1,1,1,0.009,0.009,0.009,0.009,0.009,1,1,1,1,1,1,1,1,0.009,0.009,0.009,0.009,1,1,1,1,1,1,0.009,0.009,0.009,0.009,0.009,1,1,1,1,1,1,0.009,0.009,0.009,0.009,0.009,1,1,1,1,1,1,0.009,0.009,0.009,0.009,0.009,1,1,1,1,1,1,0.009,0.009,0.009,0.009,0.009,1,1,1,1,1,0.009,0.009,0.009,0.009,1,1,1,1,1,1,0.009,0.009,0.009,0.009,1,1,1,1,1,0.009,0.009,0.009,0.009,1,1,1,0.002,0.002,1,1,1,1,1,0.002,0.002,0.002,0.002,1,1,1,0.002,0.002,1,1,1,1,1,1,1,0.002,0.002,0.002,0.002,0.002,1,1,1,1,0.002,0.002,1,1,1,0.002,0.002,1,1,0.002,1,1,1,1,1,0.001,0.001,0.001,0.001,1,1,1,0.001,0.001,,,,
43,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,0,0,0,0,1,1,1,0,0,1,1,1,1,1,0,0,0,0,1,1,1,0,0,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,0,0,1,1,1,0,0,1,1,0,1,1,1,1,1,0,0,0,0,1,1,1,0,0,,,,
44,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,0,0,0,0,1,1,1,0,0,1,1,1,1,1,0,0,0,0,1,1,1,0,0,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,0,0,1,1,1,0,0,1,1,0,1,1,1,1,1,0,0,0,0,1,1,1,0,0,,,,
45,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,0,0,0,0,1,1,1,0,0,1,1,1,1,1,0,0,0,0,1,1,1,0,0,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,0,0,1,1,1,0,0,1,1,0,1,1,1,1,1,0,0,0,0,1,1,1,0,0,,,,
46,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,0,0,0,0,1,1,1,0,0,1,1,1,1,1,0,0,0,0,1,1,1,0,0,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,0,0,1,1,1,0,0,1,1,0,1,1,1,1,1,0,0,0,0,1,1,1,0,0,,,,
47,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,0,0,0,0,1,1,1,0,0,1,1,1,1,1,0,0,0,0,1,1,1,0,0,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,0,0,1,1,1,0,0,1,1,0,1,1,1,1,1,0,0,0,0,1,1,1,0,0,,,,
48,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,0,0,0,0,1,1,1,0,0,1,1,1,1,1,0,0,0,0,1,1,1,0,0,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,0,0,1,1,1,0,0,1,1,0,1,1,1,1,1,0,0,0,0,1,1,1,0,0,,,,
49,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,0,0,0,0,1,1,1,0,0,1,1,1,1,1,0,0,0,0,1,1,1,0,0,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,0,0,1,1,1,0,0,1,1,0,1,1,1,1,1,0,0,0,0,1,1,1,0,0,,,,
50,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,0,0,0,0,1,1,1,0,0,1,1,1,1,1,0,0,0,0,1,1,1,0,0,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,0,0,1,1,1,0,0,1,1,0,1,1,1,1,1,0,0,0,0,1,1,1,0,0,,,,
51,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,0,0,0,0,1,1,1,0,0,1,1,1,1,1,0,0,0,0,1,1,1,0,0,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,0,0,1,1,1,0,0,1,1,0,1,1,1,1,1,0,0,0,0,1,1,1,0,0,,,,
52,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,0,0,0,0,1,1,1,0,0,1,1,1,1,1,0,0,0,0,1,1,1,0,0,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,0,0,1,1,1,0,0,1,1,0,1,1,1,1,1,0,0,0,0,1,1,1,0,0,,,,
