r_id,plta_orya_genyem,pltd_genyem,pltd_sentani,pltmg_jayapura_peaker,mpp_jayapura,pltu_jayapura_ftp_1,pltd_jayapura,pltd_wamena,pltmg_merauke,pltg_merauke_2,pltbm_merauke,pltmg_biak_2,pltmg_biak,pltmg_nabire_2,mpp_nabire,mpp_timika,pltmg_biak_3,pltm_wabudori,plts_dedieselisasi,plts_dedieselisasi,plts_lisdes,plts_lisdes,plts_lisdes,plts_lisdes,plts_lisdes,plts_lisdes,plts_lisdes,plts_lisdes,plts_lisdes,plts_lisdes,pltmg_jayapura,plta_orya_2,pltm_amai,plt_ebt_base_jayapura_2,pltm_mamberamo_raya,pltbm_merauke_3,pltm_kalibumi_1,pltu_nabire_kalibobo,pltm_digoel,pltd_sarmi,plts_sarmi,pltmg_serui_1,plts_serui,pltmg_serui_2,pltmg_timika_2,pltmg_timika_2,plts_timika,pltmg_timika_3,pltm_cascade_walesi,pltm_uwe,pltm_walesi_blok_2,plta_baliem,papua_solar_potential_ruen,papua_wind_potential_ruen,papua_hydropower_potential_ruen,papua_hydropower_mini_potential_ruen,papua_biomass_potential_ruen,papua_biogas_potential_ruen,pltd_sorong,pltg_sorong,pltmg_manokawari_2,pltmg_bintuni,pltmg_mpp_fak_fak,pltmg_dedieselisasi,plts_dedieselisasi,plts_dedieselisasi,plts_lisdes,plts_lisdes,plts_lisdes,plts_lisdes,plts_lisdes,plts_lisdes,plts_lisdes,pltmg_kaimana,pltbm_kaimana_2,pltmg_mpp_manokwari,pltmg_manokwari_3,pltm_warnasi_warkai,plts_manokwari,plts_manokwari_eks_apbn,pltmg_raja_ampat,pltmg_sorong_2,pltu_sorong_ex_timika,plt_ebt_base_sorong_3,pltm_waigo,pltmg_sorong,west_papua_solar_potential_ruen,west_papua_wind_potential_ruen,west_papua_hydropower_mini_potential_ruen,west_papua_biomass_potential_ruen,west_papua_biogas_potential_ruen
1200,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,1,0.5,0.5,1,0.5,1,0.5,1,0.5,1,0,1,0,1,1,1,0,1,0.5,0.5,0.5,0.5,0,0.001,0.5,0.5,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0.5,0,0,1,1,1,1,0.5,1,0,0.008,0.5,1,
1201,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,1,0.5,0.5,1,0.5,1,0.5,1,0.5,1,0,1,0,1,1,1,0,1,0.5,0.5,0.5,0.5,0,0,0.5,0.5,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0.5,0,0,1,1,1,1,0.5,1,0,0.026,0.5,1,
1202,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,1,0.5,0.5,1,0.5,1,0.5,1,0.5,1,0,1,0,1,1,1,0,1,0.5,0.5,0.5,0.5,0,0,0.5,0.5,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0.5,0,0,1,1,1,1,0.5,1,0,0.043,0.5,1,
1203,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,1,0.5,0.5,1,0.5,1,0.5,1,0.5,1,0,1,0,1,1,1,0,1,0.5,0.5,0.5,0.5,0,0,0.5,0.5,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0.5,0,0,1,1,1,1,0.5,1,0,0.058,0.5,1,
1204,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,1,0.5,0.5,1,0.5,1,0.5,1,0.5,1,0,1,0,1,1,1,0,1,0.5,0.5,0.5,0.5,0,0.001,0.5,0.5,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0.5,0,0,1,1,1,1,0.5,1,0,0.07,0.5,1,
1205,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,1,0.5,0.5,1,0.5,1,0.5,1,0.5,1,0,1,0,1,1,1,0,1,0.5,0.5,0.5,0.5,0,0.001,0.5,0.5,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0.5,0,0,1,1,1,1,0.5,1,0,0.074,0.5,1,
1206,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,0.033,0.033,0.033,0.033,0.033,0.033,0.033,0.033,0.033,0.033,0.033,0.033,1,0.5,0.5,1,0.5,1,0.5,1,0.5,1,0.033,1,0.033,1,1,1,0.033,1,0.5,0.5,0.5,0.5,0.033,0.001,0.5,0.5,1,1,1,1,1,1,1,1,0.007,0.007,0.007,0.007,0.007,0.007,0.007,0.007,0.007,1,1,1,1,0.5,0.007,0.007,1,1,1,1,0.5,1,0.007,0.068,0.5,1,
1207,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,0.123,0.123,0.123,0.123,0.123,0.123,0.123,0.123,0.123,0.123,0.123,0.123,1,0.5,0.5,1,0.5,1,0.5,1,0.5,1,0.123,1,0.123,1,1,1,0.123,1,0.5,0.5,0.5,0.5,0.123,0.004,0.5,0.5,1,1,1,1,1,1,1,1,0.058,0.058,0.058,0.058,0.058,0.058,0.058,0.058,0.058,1,1,1,1,0.5,0.058,0.058,1,1,1,1,0.5,1,0.058,0.024,0.5,1,
1208,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,0.215,0.215,0.215,0.215,0.215,0.215,0.215,0.215,0.215,0.215,0.215,0.215,1,0.5,0.5,1,0.5,1,0.5,1,0.5,1,0.215,1,0.215,1,1,1,0.215,1,0.5,0.5,0.5,0.5,0.215,0.013,0.5,0.5,1,1,1,1,1,1,1,1,0.137,0.137,0.137,0.137,0.137,0.137,0.137,0.137,0.137,1,1,1,1,0.5,0.137,0.137,1,1,1,1,0.5,1,0.137,0.002,0.5,1,
1209,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,0.309,0.309,0.309,0.309,0.309,0.309,0.309,0.309,0.309,0.309,0.309,0.309,1,0.5,0.5,1,0.5,1,0.5,1,0.5,1,0.309,1,0.309,1,1,1,0.309,1,0.5,0.5,0.5,0.5,0.309,0.018,0.5,0.5,1,1,1,1,1,1,1,1,0.224,0.224,0.224,0.224,0.224,0.224,0.224,0.224,0.224,1,1,1,1,0.5,0.224,0.224,1,1,1,1,0.5,1,0.224,0.007,0.5,1,
1210,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,0.302,0.302,0.302,0.302,0.302,0.302,0.302,0.302,0.302,0.302,0.302,0.302,1,0.5,0.5,1,0.5,1,0.5,1,0.5,1,0.302,1,0.302,1,1,1,0.302,1,0.5,0.5,0.5,0.5,0.302,0.014,0.5,0.5,1,1,1,1,1,1,1,1,0.293,0.293,0.293,0.293,0.293,0.293,0.293,0.293,0.293,1,1,1,1,0.5,0.293,0.293,1,1,1,1,0.5,1,0.293,0.009,0.5,1,
1211,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,0.32,0.32,0.32,0.32,0.32,0.32,0.32,0.32,0.32,0.32,0.32,0.32,1,0.5,0.5,1,0.5,1,0.5,1,0.5,1,0.32,1,0.32,1,1,1,0.32,1,0.5,0.5,0.5,0.5,0.32,0.008,0.5,0.5,1,1,1,1,1,1,1,1,0.355,0.355,0.355,0.355,0.355,0.355,0.355,0.355,0.355,1,1,1,1,0.5,0.355,0.355,1,1,1,1,0.5,1,0.355,0.008,0.5,1,
1212,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,0.312,0.312,0.312,0.312,0.312,0.312,0.312,0.312,0.312,0.312,0.312,0.312,1,0.5,0.5,1,0.5,1,0.5,1,0.5,1,0.312,1,0.312,1,1,1,0.312,1,0.5,0.5,0.5,0.5,0.312,0.006,0.5,0.5,1,1,1,1,1,1,1,1,0.379,0.379,0.379,0.379,0.379,0.379,0.379,0.379,0.379,1,1,1,1,0.5,0.379,0.379,1,1,1,1,0.5,1,0.379,0.004,0.5,1,
1213,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,0.304,0.304,0.304,0.304,0.304,0.304,0.304,0.304,0.304,0.304,0.304,0.304,1,0.5,0.5,1,0.5,1,0.5,1,0.5,1,0.304,1,0.304,1,1,1,0.304,1,0.5,0.5,0.5,0.5,0.304,0.005,0.5,0.5,1,1,1,1,1,1,1,1,0.367,0.367,0.367,0.367,0.367,0.367,0.367,0.367,0.367,1,1,1,1,0.5,0.367,0.367,1,1,1,1,0.5,1,0.367,0.001,0.5,1,
1214,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,0.222,0.222,0.222,0.222,0.222,0.222,0.222,0.222,0.222,0.222,0.222,0.222,1,0.5,0.5,1,0.5,1,0.5,1,0.5,1,0.222,1,0.222,1,1,1,0.222,1,0.5,0.5,0.5,0.5,0.222,0.004,0.5,0.5,1,1,1,1,1,1,1,1,0.329,0.329,0.329,0.329,0.329,0.329,0.329,0.329,0.329,1,1,1,1,0.5,0.329,0.329,1,1,1,1,0.5,1,0.329,0,0.5,1,
1215,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,0.134,0.134,0.134,0.134,0.134,0.134,0.134,0.134,0.134,0.134,0.134,0.134,1,0.5,0.5,1,0.5,1,0.5,1,0.5,1,0.134,1,0.134,1,1,1,0.134,1,0.5,0.5,0.5,0.5,0.134,0.004,0.5,0.5,1,1,1,1,1,1,1,1,0.211,0.211,0.211,0.211,0.211,0.211,0.211,0.211,0.211,1,1,1,1,0.5,0.211,0.211,1,1,1,1,0.5,1,0.211,0,0.5,1,
1216,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,0.059,0.059,0.059,0.059,0.059,0.059,0.059,0.059,0.059,0.059,0.059,0.059,1,0.5,0.5,1,0.5,1,0.5,1,0.5,1,0.059,1,0.059,1,1,1,0.059,1,0.5,0.5,0.5,0.5,0.059,0.002,0.5,0.5,1,1,1,1,1,1,1,1,0.095,0.095,0.095,0.095,0.095,0.095,0.095,0.095,0.095,1,1,1,1,0.5,0.095,0.095,1,1,1,1,0.5,1,0.095,0,0.5,1,
1217,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,1,0.5,0.5,1,0.5,1,0.5,1,0.5,1,0.004,1,0.004,1,1,1,0.004,1,0.5,0.5,0.5,0.5,0.004,0.001,0.5,0.5,1,1,1,1,1,1,1,1,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,1,1,1,1,0.5,0.019,0.019,1,1,1,1,0.5,1,0.019,0.002,0.5,1,
1218,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,1,0.5,0.5,1,0.5,1,0.5,1,0.5,1,0,1,0,1,1,1,0,1,0.5,0.5,0.5,0.5,0,0.001,0.5,0.5,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0.5,0,0,1,1,1,1,0.5,1,0,0.013,0.5,1,
1219,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,1,0.5,0.5,1,0.5,1,0.5,1,0.5,1,0,1,0,1,1,1,0,1,0.5,0.5,0.5,0.5,0,0.003,0.5,0.5,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0.5,0,0,1,1,1,1,0.5,1,0,0.028,0.5,1,
1220,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,1,0.5,0.5,1,0.5,1,0.5,1,0.5,1,0,1,0,1,1,1,0,1,0.5,0.5,0.5,0.5,0,0.004,0.5,0.5,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0.5,0,0,1,1,1,1,0.5,1,0,0.035,0.5,1,
1221,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,1,0.5,0.5,1,0.5,1,0.5,1,0.5,1,0,1,0,1,1,1,0,1,0.5,0.5,0.5,0.5,0,0.005,0.5,0.5,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0.5,0,0,1,1,1,1,0.5,1,0,0.049,0.5,1,
1222,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,1,0.5,0.5,1,0.5,1,0.5,1,0.5,1,0,1,0,1,1,1,0,1,0.5,0.5,0.5,0.5,0,0.005,0.5,0.5,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0.5,0,0,1,1,1,1,0.5,1,0,0.058,0.5,1,
1223,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,1,0.5,0.5,1,0.5,1,0.5,1,0.5,1,0,1,0,1,1,1,0,1,0.5,0.5,0.5,0.5,0,0.003,0.5,0.5,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0.5,0,0,1,1,1,1,0.5,1,0,0.055,0.5,1,
1224,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,1,0.5,0.5,1,0.5,1,0.5,1,0.5,1,0,1,0,1,1,1,0,1,0.5,0.5,0.5,0.5,0,0.001,0.5,0.5,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0.5,0,0,1,1,1,1,0.5,1,0,0.046,0.5,1,
1225,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,1,0.5,0.5,1,0.5,1,0.5,1,0.5,1,0,1,0,1,1,1,0,1,0.5,0.5,0.5,0.5,0,0,0.5,0.5,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0.5,0,0,1,1,1,1,0.5,1,0,0.035,0.5,1,
1226,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,1,0.5,0.5,1,0.5,1,0.5,1,0.5,1,0,1,0,1,1,1,0,1,0.5,0.5,0.5,0.5,0,0,0.5,0.5,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0.5,0,0,1,1,1,1,0.5,1,0,0.027,0.5,1,
1227,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,1,0.5,0.5,1,0.5,1,0.5,1,0.5,1,0,1,0,1,1,1,0,1,0.5,0.5,0.5,0.5,0,0,0.5,0.5,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0.5,0,0,1,1,1,1,0.5,1,0,0.025,0.5,1,
1228,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,1,0.5,0.5,1,0.5,1,0.5,1,0.5,1,0,1,0,1,1,1,0,1,0.5,0.5,0.5,0.5,0,0,0.5,0.5,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0.5,0,0,1,1,1,1,0.5,1,0,0.019,0.5,1,
1229,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,1,0.5,0.5,1,0.5,1,0.5,1,0.5,1,0,1,0,1,1,1,0,1,0.5,0.5,0.5,0.5,0,0,0.5,0.5,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0.5,0,0,1,1,1,1,0.5,1,0,0.009,0.5,1,
1230,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,1,0.5,0.5,1,0.5,1,0.5,1,0.5,1,0.021,1,0.021,1,1,1,0.021,1,0.5,0.5,0.5,0.5,0.021,0,0.5,0.5,1,1,1,1,1,1,1,1,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,1,1,1,1,0.5,0.017,0.017,1,1,1,1,0.5,1,0.017,0.003,0.5,1,
1231,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,0.084,0.084,0.084,0.084,0.084,0.084,0.084,0.084,0.084,0.084,0.084,0.084,1,0.5,0.5,1,0.5,1,0.5,1,0.5,1,0.084,1,0.084,1,1,1,0.084,1,0.5,0.5,0.5,0.5,0.084,0,0.5,0.5,1,1,1,1,1,1,1,1,0.109,0.109,0.109,0.109,0.109,0.109,0.109,0.109,0.109,1,1,1,1,0.5,0.109,0.109,1,1,1,1,0.5,1,0.109,0,0.5,1,
1232,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,0.174,0.174,0.174,0.174,0.174,0.174,0.174,0.174,0.174,0.174,0.174,0.174,1,0.5,0.5,1,0.5,1,0.5,1,0.5,1,0.174,1,0.174,1,1,1,0.174,1,0.5,0.5,0.5,0.5,0.174,0.001,0.5,0.5,1,1,1,1,1,1,1,1,0.245,0.245,0.245,0.245,0.245,0.245,0.245,0.245,0.245,1,1,1,1,0.5,0.245,0.245,1,1,1,1,0.5,1,0.245,0,0.5,1,
1233,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,0.24,0.24,0.24,0.24,0.24,0.24,0.24,0.24,0.24,0.24,0.24,0.24,1,0.5,0.5,1,0.5,1,0.5,1,0.5,1,0.24,1,0.24,1,1,1,0.24,1,0.5,0.5,0.5,0.5,0.24,0.002,0.5,0.5,1,1,1,1,1,1,1,1,0.383,0.383,0.383,0.383,0.383,0.383,0.383,0.383,0.383,1,1,1,1,0.5,0.383,0.383,1,1,1,1,0.5,1,0.383,0.001,0.5,1,
1234,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,0.292,0.292,0.292,0.292,0.292,0.292,0.292,0.292,0.292,0.292,0.292,0.292,1,0.5,0.5,1,0.5,1,0.5,1,0.5,1,0.292,1,0.292,1,1,1,0.292,1,0.5,0.5,0.5,0.5,0.292,0.002,0.5,0.5,1,1,1,1,1,1,1,1,0.487,0.487,0.487,0.487,0.487,0.487,0.487,0.487,0.487,1,1,1,1,0.5,0.487,0.487,1,1,1,1,0.5,1,0.487,0.001,0.5,1,
1235,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,0.342,0.342,0.342,0.342,0.342,0.342,0.342,0.342,0.342,0.342,0.342,0.342,1,0.5,0.5,1,0.5,1,0.5,1,0.5,1,0.342,1,0.342,1,1,1,0.342,1,0.5,0.5,0.5,0.5,0.342,0.003,0.5,0.5,1,1,1,1,1,1,1,1,0.545,0.545,0.545,0.545,0.545,0.545,0.545,0.545,0.545,1,1,1,1,0.5,0.545,0.545,1,1,1,1,0.5,1,0.545,0.003,0.5,1,
1236,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,0.357,0.357,0.357,0.357,0.357,0.357,0.357,0.357,0.357,0.357,0.357,0.357,1,0.5,0.5,1,0.5,1,0.5,1,0.5,1,0.357,1,0.357,1,1,1,0.357,1,0.5,0.5,0.5,0.5,0.357,0.003,0.5,0.5,1,1,1,1,1,1,1,1,0.546,0.546,0.546,0.546,0.546,0.546,0.546,0.546,0.546,1,1,1,1,0.5,0.546,0.546,1,1,1,1,0.5,1,0.546,0.004,0.5,1,
1237,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,0.307,0.307,0.307,0.307,0.307,0.307,0.307,0.307,0.307,0.307,0.307,0.307,1,0.5,0.5,1,0.5,1,0.5,1,0.5,1,0.307,1,0.307,1,1,1,0.307,1,0.5,0.5,0.5,0.5,0.307,0.002,0.5,0.5,1,1,1,1,1,1,1,1,0.49,0.49,0.49,0.49,0.49,0.49,0.49,0.49,0.49,1,1,1,1,0.5,0.49,0.49,1,1,1,1,0.5,1,0.49,0.004,0.5,1,
1238,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,0.229,0.229,0.229,0.229,0.229,0.229,0.229,0.229,0.229,0.229,0.229,0.229,1,0.5,0.5,1,0.5,1,0.5,1,0.5,1,0.229,1,0.229,1,1,1,0.229,1,0.5,0.5,0.5,0.5,0.229,0.001,0.5,0.5,1,1,1,1,1,1,1,1,0.384,0.384,0.384,0.384,0.384,0.384,0.384,0.384,0.384,1,1,1,1,0.5,0.384,0.384,1,1,1,1,0.5,1,0.384,0.002,0.5,1,
1239,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,0.145,0.145,0.145,0.145,0.145,0.145,0.145,0.145,0.145,0.145,0.145,0.145,1,0.5,0.5,1,0.5,1,0.5,1,0.5,1,0.145,1,0.145,1,1,1,0.145,1,0.5,0.5,0.5,0.5,0.145,0,0.5,0.5,1,1,1,1,1,1,1,1,0.275,0.275,0.275,0.275,0.275,0.275,0.275,0.275,0.275,1,1,1,1,0.5,0.275,0.275,1,1,1,1,0.5,1,0.275,0,0.5,1,
1240,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,0.065,0.065,0.065,0.065,0.065,0.065,0.065,0.065,0.065,0.065,0.065,0.065,1,0.5,0.5,1,0.5,1,0.5,1,0.5,1,0.065,1,0.065,1,1,1,0.065,1,0.5,0.5,0.5,0.5,0.065,0,0.5,0.5,1,1,1,1,1,1,1,1,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,1,1,1,1,0.5,0.15,0.15,1,1,1,1,0.5,1,0.15,0,0.5,1,
1241,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,0.007,0.007,0.007,0.007,0.007,0.007,0.007,0.007,0.007,0.007,0.007,0.007,1,0.5,0.5,1,0.5,1,0.5,1,0.5,1,0.007,1,0.007,1,1,1,0.007,1,0.5,0.5,0.5,0.5,0.007,0,0.5,0.5,1,1,1,1,1,1,1,1,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,1,1,1,1,0.5,0.021,0.021,1,1,1,1,0.5,1,0.021,0,0.5,1,
1242,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,1,0.5,0.5,1,0.5,1,0.5,1,0.5,1,0,1,0,1,1,1,0,1,0.5,0.5,0.5,0.5,0,0,0.5,0.5,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0.5,0,0,1,1,1,1,0.5,1,0,0.001,0.5,1,
1243,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,1,0.5,0.5,1,0.5,1,0.5,1,0.5,1,0,1,0,1,1,1,0,1,0.5,0.5,0.5,0.5,0,0,0.5,0.5,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0.5,0,0,1,1,1,1,0.5,1,0,0.001,0.5,1,
1244,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,1,0.5,0.5,1,0.5,1,0.5,1,0.5,1,0,1,0,1,1,1,0,1,0.5,0.5,0.5,0.5,0,0,0.5,0.5,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0.5,0,0,1,1,1,1,0.5,1,0,0.002,0.5,1,
1245,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,1,0.5,0.5,1,0.5,1,0.5,1,0.5,1,0,1,0,1,1,1,0,1,0.5,0.5,0.5,0.5,0,0.001,0.5,0.5,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0.5,0,0,1,1,1,1,0.5,1,0,0.005,0.5,1,
1246,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,1,0.5,0.5,1,0.5,1,0.5,1,0.5,1,0,1,0,1,1,1,0,1,0.5,0.5,0.5,0.5,0,0.003,0.5,0.5,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0.5,0,0,1,1,1,1,0.5,1,0,0.012,0.5,1,
1247,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,1,0.5,0.5,1,0.5,1,0.5,1,0.5,1,0,1,0,1,1,1,0,1,0.5,0.5,0.5,0.5,0,0.004,0.5,0.5,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0.5,0,0,1,1,1,1,0.5,1,0,0.019,0.5,1,
1248,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,1,0.5,0.5,1,0.5,1,0.5,1,0.5,1,0,1,0,1,1,1,0,1,0.5,0.5,0.5,0.5,0,0.007,0.5,0.5,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0.5,0,0,1,1,1,1,0.5,1,0,0.014,0.5,1,
1249,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,1,0.5,0.5,1,0.5,1,0.5,1,0.5,1,0,1,0,1,1,1,0,1,0.5,0.5,0.5,0.5,0,0.012,0.5,0.5,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0.5,0,0,1,1,1,1,0.5,1,0,0.007,0.5,1,
1250,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,1,0.5,0.5,1,0.5,1,0.5,1,0.5,1,0,1,0,1,1,1,0,1,0.5,0.5,0.5,0.5,0,0.015,0.5,0.5,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0.5,0,0,1,1,1,1,0.5,1,0,0.003,0.5,1,
1251,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,1,0.5,0.5,1,0.5,1,0.5,1,0.5,1,0,1,0,1,1,1,0,1,0.5,0.5,0.5,0.5,0,0.015,0.5,0.5,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0.5,0,0,1,1,1,1,0.5,1,0,0.001,0.5,1,
1252,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,1,0.5,0.5,1,0.5,1,0.5,1,0.5,1,0,1,0,1,1,1,0,1,0.5,0.5,0.5,0.5,0,0.015,0.5,0.5,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0.5,0,0,1,1,1,1,0.5,1,0,0.001,0.5,1,
