r_id,plta_orya_genyem,pltd_genyem,pltd_sentani,pltmg_jayapura_peaker,mpp_jayapura,pltu_jayapura_ftp_1,pltd_jayapura,pltd_wamena,pltmg_merauke,pltg_merauke_2,pltbm_merauke,pltmg_biak_2,pltmg_biak,pltmg_nabire_2,mpp_nabire,mpp_timika,pltmg_biak_3,pltm_wabudori,plts_dedieselisasi,plts_dedieselisasi,plts_lisdes,plts_lisdes,plts_lisdes,plts_lisdes,plts_lisdes,plts_lisdes,plts_lisdes,plts_lisdes,plts_lisdes,plts_lisdes,pltmg_jayapura,plta_orya_2,pltm_amai,plt_ebt_base_jayapura_2,pltm_mamberamo_raya,pltbm_merauke_3,pltm_kalibumi_1,pltu_nabire_kalibobo,pltm_digoel,pltd_sarmi,plts_sarmi,pltmg_serui_1,plts_serui,pltmg_serui_2,pltmg_timika_2,pltmg_timika_2,plts_timika,pltmg_timika_3,pltm_cascade_walesi,pltm_uwe,pltm_walesi_blok_2,plta_baliem,papua_solar_potential_ruen,papua_wind_potential_ruen,papua_hydropower_potential_ruen,papua_hydropower_mini_potential_ruen,papua_biomass_potential_ruen,papua_biogas_potential_ruen,pltd_sorong,pltg_sorong,pltmg_manokawari_2,pltmg_bintuni,pltmg_mpp_fak_fak,pltmg_dedieselisasi,plts_dedieselisasi,plts_dedieselisasi,plts_lisdes,plts_lisdes,plts_lisdes,plts_lisdes,plts_lisdes,plts_lisdes,plts_lisdes,pltmg_kaimana,pltbm_kaimana_2,pltmg_mpp_manokwari,pltmg_manokwari_3,pltm_warnasi_warkai,plts_manokwari,plts_manokwari_eks_apbn,pltmg_raja_ampat,pltmg_sorong_2,pltu_sorong_ex_timika,plt_ebt_base_sorong_3,pltm_waigo,pltmg_sorong,west_papua_solar_potential_ruen,west_papua_wind_potential_ruen,west_papua_hydropower_mini_potential_ruen,west_papua_biomass_potential_ruen,west_papua_biogas_potential_ruen
41,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,1,0.5,0.5,1,0.5,1,0.5,1,0.5,1,0,1,0,1,1,1,0,1,0.5,0.5,0.5,0.5,0,0.004,0.5,0.5,1,1,1,1,1,1,1,1,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,1,1,1,1,0.5,0.01,0.01,1,1,1,1,0.5,1,0.01,0,0.5,1,
42,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,1,0.5,0.5,1,0.5,1,0.5,1,0.5,1,0,1,0,1,1,1,0,1,0.5,0.5,0.5,0.5,0,0.003,0.5,0.5,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0.5,0,0,1,1,1,1,0.5,1,0,0.002,0.5,1,
43,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,1,0.5,0.5,1,0.5,1,0.5,1,0.5,1,0,1,0,1,1,1,0,1,0.5,0.5,0.5,0.5,0,0.003,0.5,0.5,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0.5,0,0,1,1,1,1,0.5,1,0,0.015,0.5,1,
44,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,1,0.5,0.5,1,0.5,1,0.5,1,0.5,1,0,1,0,1,1,1,0,1,0.5,0.5,0.5,0.5,0,0.004,0.5,0.5,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0.5,0,0,1,1,1,1,0.5,1,0,0.027,0.5,1,
45,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,1,0.5,0.5,1,0.5,1,0.5,1,0.5,1,0,1,0,1,1,1,0,1,0.5,0.5,0.5,0.5,0,0.008,0.5,0.5,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0.5,0,0,1,1,1,1,0.5,1,0,0.021,0.5,1,
46,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,1,0.5,0.5,1,0.5,1,0.5,1,0.5,1,0,1,0,1,1,1,0,1,0.5,0.5,0.5,0.5,0,0.016,0.5,0.5,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0.5,0,0,1,1,1,1,0.5,1,0,0.012,0.5,1,
47,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,1,0.5,0.5,1,0.5,1,0.5,1,0.5,1,0,1,0,1,1,1,0,1,0.5,0.5,0.5,0.5,0,0.021,0.5,0.5,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0.5,0,0,1,1,1,1,0.5,1,0,0.009,0.5,1,
48,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,1,0.5,0.5,1,0.5,1,0.5,1,0.5,1,0,1,0,1,1,1,0,1,0.5,0.5,0.5,0.5,0,0.025,0.5,0.5,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0.5,0,0,1,1,1,1,0.5,1,0,0.006,0.5,1,
49,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,1,0.5,0.5,1,0.5,1,0.5,1,0.5,1,0,1,0,1,1,1,0,1,0.5,0.5,0.5,0.5,0,0.03,0.5,0.5,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0.5,0,0,1,1,1,1,0.5,1,0,0.004,0.5,1,
50,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,1,0.5,0.5,1,0.5,1,0.5,1,0.5,1,0,1,0,1,1,1,0,1,0.5,0.5,0.5,0.5,0,0.018,0.5,0.5,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0.5,0,0,1,1,1,1,0.5,1,0,0.004,0.5,1,
51,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,1,0.5,0.5,1,0.5,1,0.5,1,0.5,1,0,1,0,1,1,1,0,1,0.5,0.5,0.5,0.5,0,0.007,0.5,0.5,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0.5,0,0,1,1,1,1,0.5,1,0,0.004,0.5,1,
52,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,1,0.5,0.5,1,0.5,1,0.5,1,0.5,1,0,1,0,1,1,1,0,1,0.5,0.5,0.5,0.5,0,0.002,0.5,0.5,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0.5,0,0,1,1,1,1,0.5,1,0,0.003,0.5,1,
53,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,1,0.5,0.5,1,0.5,1,0.5,1,0.5,1,0,1,0,1,1,1,0,1,0.5,0.5,0.5,0.5,0,0,0.5,0.5,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0.5,0,0,1,1,1,1,0.5,1,0,0.001,0.5,1,
54,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,1,0.5,0.5,1,0.5,1,0.5,1,0.5,1,0.021,1,0.021,1,1,1,0.021,1,0.5,0.5,0.5,0.5,0.021,0,0.5,0.5,1,1,1,1,1,1,1,1,0.013,0.013,0.013,0.013,0.013,0.013,0.013,0.013,0.013,1,1,1,1,0.5,0.013,0.013,1,1,1,1,0.5,1,0.013,0.001,0.5,1,
55,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,0.092,0.092,0.092,0.092,0.092,0.092,0.092,0.092,0.092,0.092,0.092,0.092,1,0.5,0.5,1,0.5,1,0.5,1,0.5,1,0.092,1,0.092,1,1,1,0.092,1,0.5,0.5,0.5,0.5,0.092,0,0.5,0.5,1,1,1,1,1,1,1,1,0.099,0.099,0.099,0.099,0.099,0.099,0.099,0.099,0.099,1,1,1,1,0.5,0.099,0.099,1,1,1,1,0.5,1,0.099,0,0.5,1,
56,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,0.181,0.181,0.181,0.181,0.181,0.181,0.181,0.181,0.181,0.181,0.181,0.181,1,0.5,0.5,1,0.5,1,0.5,1,0.5,1,0.181,1,0.181,1,1,1,0.181,1,0.5,0.5,0.5,0.5,0.181,0.001,0.5,0.5,1,1,1,1,1,1,1,1,0.206,0.206,0.206,0.206,0.206,0.206,0.206,0.206,0.206,1,1,1,1,0.5,0.206,0.206,1,1,1,1,0.5,1,0.206,0,0.5,1,
57,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,0.243,0.243,0.243,0.243,0.243,0.243,0.243,0.243,0.243,0.243,0.243,0.243,1,0.5,0.5,1,0.5,1,0.5,1,0.5,1,0.243,1,0.243,1,1,1,0.243,1,0.5,0.5,0.5,0.5,0.243,0.002,0.5,0.5,1,1,1,1,1,1,1,1,0.293,0.293,0.293,0.293,0.293,0.293,0.293,0.293,0.293,1,1,1,1,0.5,0.293,0.293,1,1,1,1,0.5,1,0.293,0.002,0.5,1,
58,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,0.301,0.301,0.301,0.301,0.301,0.301,0.301,0.301,0.301,0.301,0.301,0.301,1,0.5,0.5,1,0.5,1,0.5,1,0.5,1,0.301,1,0.301,1,1,1,0.301,1,0.5,0.5,0.5,0.5,0.301,0.001,0.5,0.5,1,1,1,1,1,1,1,1,0.354,0.354,0.354,0.354,0.354,0.354,0.354,0.354,0.354,1,1,1,1,0.5,0.354,0.354,1,1,1,1,0.5,1,0.354,0.003,0.5,1,
59,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,0.378,0.378,0.378,0.378,0.378,0.378,0.378,0.378,0.378,0.378,0.378,0.378,1,0.5,0.5,1,0.5,1,0.5,1,0.5,1,0.378,1,0.378,1,1,1,0.378,1,0.5,0.5,0.5,0.5,0.378,0.002,0.5,0.5,1,1,1,1,1,1,1,1,0.348,0.348,0.348,0.348,0.348,0.348,0.348,0.348,0.348,1,1,1,1,0.5,0.348,0.348,1,1,1,1,0.5,1,0.348,0.003,0.5,1,
60,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,0.39,0.39,0.39,0.39,0.39,0.39,0.39,0.39,0.39,0.39,0.39,0.39,1,0.5,0.5,1,0.5,1,0.5,1,0.5,1,0.39,1,0.39,1,1,1,0.39,1,0.5,0.5,0.5,0.5,0.39,0.006,0.5,0.5,1,1,1,1,1,1,1,1,0.293,0.293,0.293,0.293,0.293,0.293,0.293,0.293,0.293,1,1,1,1,0.5,0.293,0.293,1,1,1,1,0.5,1,0.293,0.001,0.5,1,
61,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,0.344,0.344,0.344,0.344,0.344,0.344,0.344,0.344,0.344,0.344,0.344,0.344,1,0.5,0.5,1,0.5,1,0.5,1,0.5,1,0.344,1,0.344,1,1,1,0.344,1,0.5,0.5,0.5,0.5,0.344,0.015,0.5,0.5,1,1,1,1,1,1,1,1,0.271,0.271,0.271,0.271,0.271,0.271,0.271,0.271,0.271,1,1,1,1,0.5,0.271,0.271,1,1,1,1,0.5,1,0.271,0,0.5,1,
62,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,0.214,0.214,0.214,0.214,0.214,0.214,0.214,0.214,0.214,0.214,0.214,0.214,1,0.5,0.5,1,0.5,1,0.5,1,0.5,1,0.214,1,0.214,1,1,1,0.214,1,0.5,0.5,0.5,0.5,0.214,0.022,0.5,0.5,1,1,1,1,1,1,1,1,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,1,1,1,1,0.5,0.23,0.23,1,1,1,1,0.5,1,0.23,0,0.5,1,
63,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,0.097,0.097,0.097,0.097,0.097,0.097,0.097,0.097,0.097,0.097,0.097,0.097,1,0.5,0.5,1,0.5,1,0.5,1,0.5,1,0.097,1,0.097,1,1,1,0.097,1,0.5,0.5,0.5,0.5,0.097,0.021,0.5,0.5,1,1,1,1,1,1,1,1,0.168,0.168,0.168,0.168,0.168,0.168,0.168,0.168,0.168,1,1,1,1,0.5,0.168,0.168,1,1,1,1,0.5,1,0.168,0,0.5,1,
64,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,0.032,0.032,0.032,0.032,0.032,0.032,0.032,0.032,0.032,0.032,0.032,0.032,1,0.5,0.5,1,0.5,1,0.5,1,0.5,1,0.032,1,0.032,1,1,1,0.032,1,0.5,0.5,0.5,0.5,0.032,0.012,0.5,0.5,1,1,1,1,1,1,1,1,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,1,1,1,1,0.5,0.083,0.083,1,1,1,1,0.5,1,0.083,0,0.5,1,
65,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,1,0.5,0.5,1,0.5,1,0.5,1,0.5,1,0.001,1,0.001,1,1,1,0.001,1,0.5,0.5,0.5,0.5,0.001,0.005,0.5,0.5,1,1,1,1,1,1,1,1,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,1,1,1,1,0.5,0.016,0.016,1,1,1,1,0.5,1,0.016,0,0.5,1,
66,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,1,0.5,0.5,1,0.5,1,0.5,1,0.5,1,0,1,0,1,1,1,0,1,0.5,0.5,0.5,0.5,0,0.003,0.5,0.5,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0.5,0,0,1,1,1,1,0.5,1,0,0.002,0.5,1,
67,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,1,0.5,0.5,1,0.5,1,0.5,1,0.5,1,0,1,0,1,1,1,0,1,0.5,0.5,0.5,0.5,0,0.002,0.5,0.5,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0.5,0,0,1,1,1,1,0.5,1,0,0.007,0.5,1,
68,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,1,0.5,0.5,1,0.5,1,0.5,1,0.5,1,0,1,0,1,1,1,0,1,0.5,0.5,0.5,0.5,0,0.002,0.5,0.5,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0.5,0,0,1,1,1,1,0.5,1,0,0.011,0.5,1,
69,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,1,0.5,0.5,1,0.5,1,0.5,1,0.5,1,0,1,0,1,1,1,0,1,0.5,0.5,0.5,0.5,0,0.001,0.5,0.5,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0.5,0,0,1,1,1,1,0.5,1,0,0.019,0.5,1,
70,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,1,0.5,0.5,1,0.5,1,0.5,1,0.5,1,0,1,0,1,1,1,0,1,0.5,0.5,0.5,0.5,0,0.001,0.5,0.5,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0.5,0,0,1,1,1,1,0.5,1,0,0.026,0.5,1,
71,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,1,0.5,0.5,1,0.5,1,0.5,1,0.5,1,0,1,0,1,1,1,0,1,0.5,0.5,0.5,0.5,0,0.001,0.5,0.5,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0.5,0,0,1,1,1,1,0.5,1,0,0.022,0.5,1,
72,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,1,0.5,0.5,1,0.5,1,0.5,1,0.5,1,0,1,0,1,1,1,0,1,0.5,0.5,0.5,0.5,0,0.002,0.5,0.5,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0.5,0,0,1,1,1,1,0.5,1,0,0.024,0.5,1,
73,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,1,0.5,0.5,1,0.5,1,0.5,1,0.5,1,0,1,0,1,1,1,0,1,0.5,0.5,0.5,0.5,0,0.001,0.5,0.5,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0.5,0,0,1,1,1,1,0.5,1,0,0.031,0.5,1,
74,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,1,0.5,0.5,1,0.5,1,0.5,1,0.5,1,0,1,0,1,1,1,0,1,0.5,0.5,0.5,0.5,0,0.001,0.5,0.5,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0.5,0,0,1,1,1,1,0.5,1,0,0.031,0.5,1,
75,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,1,0.5,0.5,1,0.5,1,0.5,1,0.5,1,0,1,0,1,1,1,0,1,0.5,0.5,0.5,0.5,0,0,0.5,0.5,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0.5,0,0,1,1,1,1,0.5,1,0,0.033,0.5,1,
76,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,1,0.5,0.5,1,0.5,1,0.5,1,0.5,1,0,1,0,1,1,1,0,1,0.5,0.5,0.5,0.5,0,0,0.5,0.5,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0.5,0,0,1,1,1,1,0.5,1,0,0.032,0.5,1,
77,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,1,0.5,0.5,1,0.5,1,0.5,1,0.5,1,0,1,0,1,1,1,0,1,0.5,0.5,0.5,0.5,0,0.001,0.5,0.5,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0.5,0,0,1,1,1,1,0.5,1,0,0.034,0.5,1,
78,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,0.047,0.047,0.047,0.047,0.047,0.047,0.047,0.047,0.047,0.047,0.047,0.047,1,0.5,0.5,1,0.5,1,0.5,1,0.5,1,0.047,1,0.047,1,1,1,0.047,1,0.5,0.5,0.5,0.5,0.047,0.002,0.5,0.5,1,1,1,1,1,1,1,1,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,1,1,1,1,0.5,0.002,0.002,1,1,1,1,0.5,1,0.002,0.04,0.5,1,
79,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,0.173,0.173,0.173,0.173,0.173,0.173,0.173,0.173,0.173,0.173,0.173,0.173,1,0.5,0.5,1,0.5,1,0.5,1,0.5,1,0.173,1,0.173,1,1,1,0.173,1,0.5,0.5,0.5,0.5,0.173,0.009,0.5,0.5,1,1,1,1,1,1,1,1,0.036,0.036,0.036,0.036,0.036,0.036,0.036,0.036,0.036,1,1,1,1,0.5,0.036,0.036,1,1,1,1,0.5,1,0.036,0.036,0.5,1,
80,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,0.295,0.295,0.295,0.295,0.295,0.295,0.295,0.295,0.295,0.295,0.295,0.295,1,0.5,0.5,1,0.5,1,0.5,1,0.5,1,0.295,1,0.295,1,1,1,0.295,1,0.5,0.5,0.5,0.5,0.295,0.018,0.5,0.5,1,1,1,1,1,1,1,1,0.102,0.102,0.102,0.102,0.102,0.102,0.102,0.102,0.102,1,1,1,1,0.5,0.102,0.102,1,1,1,1,0.5,1,0.102,0.022,0.5,1,
81,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,0.441,0.441,0.441,0.441,0.441,0.441,0.441,0.441,0.441,0.441,0.441,0.441,1,0.5,0.5,1,0.5,1,0.5,1,0.5,1,0.441,1,0.441,1,1,1,0.441,1,0.5,0.5,0.5,0.5,0.441,0.021,0.5,0.5,1,1,1,1,1,1,1,1,0.155,0.155,0.155,0.155,0.155,0.155,0.155,0.155,0.155,1,1,1,1,0.5,0.155,0.155,1,1,1,1,0.5,1,0.155,0.016,0.5,1,
82,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,0.605,0.605,0.605,0.605,0.605,0.605,0.605,0.605,0.605,0.605,0.605,0.605,1,0.5,0.5,1,0.5,1,0.5,1,0.5,1,0.605,1,0.605,1,1,1,0.605,1,0.5,0.5,0.5,0.5,0.605,0.028,0.5,0.5,1,1,1,1,1,1,1,1,0.177,0.177,0.177,0.177,0.177,0.177,0.177,0.177,0.177,1,1,1,1,0.5,0.177,0.177,1,1,1,1,0.5,1,0.177,0.011,0.5,1,
83,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,0.669,0.669,0.669,0.669,0.669,0.669,0.669,0.669,0.669,0.669,0.669,0.669,1,0.5,0.5,1,0.5,1,0.5,1,0.5,1,0.669,1,0.669,1,1,1,0.669,1,0.5,0.5,0.5,0.5,0.669,0.037,0.5,0.5,1,1,1,1,1,1,1,1,0.171,0.171,0.171,0.171,0.171,0.171,0.171,0.171,0.171,1,1,1,1,0.5,0.171,0.171,1,1,1,1,0.5,1,0.171,0.008,0.5,1,
84,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,0.63,0.63,0.63,0.63,0.63,0.63,0.63,0.63,0.63,0.63,0.63,0.63,1,0.5,0.5,1,0.5,1,0.5,1,0.5,1,0.63,1,0.63,1,1,1,0.63,1,0.5,0.5,0.5,0.5,0.63,0.053,0.5,0.5,1,1,1,1,1,1,1,1,0.161,0.161,0.161,0.161,0.161,0.161,0.161,0.161,0.161,1,1,1,1,0.5,0.161,0.161,1,1,1,1,0.5,1,0.161,0.003,0.5,1,
85,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,0.532,0.532,0.532,0.532,0.532,0.532,0.532,0.532,0.532,0.532,0.532,0.532,1,0.5,0.5,1,0.5,1,0.5,1,0.5,1,0.532,1,0.532,1,1,1,0.532,1,0.5,0.5,0.5,0.5,0.532,0.055,0.5,0.5,1,1,1,1,1,1,1,1,0.148,0.148,0.148,0.148,0.148,0.148,0.148,0.148,0.148,1,1,1,1,0.5,0.148,0.148,1,1,1,1,0.5,1,0.148,0.001,0.5,1,
86,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,0.401,0.401,0.401,0.401,0.401,0.401,0.401,0.401,0.401,0.401,0.401,0.401,1,0.5,0.5,1,0.5,1,0.5,1,0.5,1,0.401,1,0.401,1,1,1,0.401,1,0.5,0.5,0.5,0.5,0.401,0.051,0.5,0.5,1,1,1,1,1,1,1,1,0.138,0.138,0.138,0.138,0.138,0.138,0.138,0.138,0.138,1,1,1,1,0.5,0.138,0.138,1,1,1,1,0.5,1,0.138,0.001,0.5,1,
87,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,0.216,0.216,0.216,0.216,0.216,0.216,0.216,0.216,0.216,0.216,0.216,0.216,1,0.5,0.5,1,0.5,1,0.5,1,0.5,1,0.216,1,0.216,1,1,1,0.216,1,0.5,0.5,0.5,0.5,0.216,0.041,0.5,0.5,1,1,1,1,1,1,1,1,0.107,0.107,0.107,0.107,0.107,0.107,0.107,0.107,0.107,1,1,1,1,0.5,0.107,0.107,1,1,1,1,0.5,1,0.107,0.001,0.5,1,
88,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,1,0.5,0.5,1,0.5,1,0.5,1,0.5,1,0.083,1,0.083,1,1,1,0.083,1,0.5,0.5,0.5,0.5,0.083,0.027,0.5,0.5,1,1,1,1,1,1,1,1,0.057,0.057,0.057,0.057,0.057,0.057,0.057,0.057,0.057,1,1,1,1,0.5,0.057,0.057,1,1,1,1,0.5,1,0.057,0.001,0.5,1,
89,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,1,0.5,0.5,1,0.5,1,0.5,1,0.5,1,0.004,1,0.004,1,1,1,0.004,1,0.5,0.5,0.5,0.5,0.004,0.012,0.5,0.5,1,1,1,1,1,1,1,1,0.008,0.008,0.008,0.008,0.008,0.008,0.008,0.008,0.008,1,1,1,1,0.5,0.008,0.008,1,1,1,1,0.5,1,0.008,0.007,0.5,1,
90,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,1,0.5,0.5,1,0.5,1,0.5,1,0.5,1,0,1,0,1,1,1,0,1,0.5,0.5,0.5,0.5,0,0.009,0.5,0.5,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0.5,0,0,1,1,1,1,0.5,1,0,0.025,0.5,1,
91,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,1,0.5,0.5,1,0.5,1,0.5,1,0.5,1,0,1,0,1,1,1,0,1,0.5,0.5,0.5,0.5,0,0.008,0.5,0.5,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0.5,0,0,1,1,1,1,0.5,1,0,0.041,0.5,1,
92,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,1,0.5,0.5,1,0.5,1,0.5,1,0.5,1,0,1,0,1,1,1,0,1,0.5,0.5,0.5,0.5,0,0.005,0.5,0.5,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0.5,0,0,1,1,1,1,0.5,1,0,0.05,0.5,1,
93,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,1,0.5,0.5,1,0.5,1,0.5,1,0.5,1,0,1,0,1,1,1,0,1,0.5,0.5,0.5,0.5,0,0.004,0.5,0.5,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0.5,0,0,1,1,1,1,0.5,1,0,0.05,0.5,1,
