r_id,jinchuan_group_wprka_power_station_unit_1,jinchuan_group_wprka_power_station_unit_2,jinchuan_group_wprka_power_station_unit_3,xinxing_ductile_iron_pipes_power_station_unit_1,xinxing_ductile_iron_pipes_power_station_unit_2,xinxing_ductile_iron_pipes_power_station_unit_3,xinxing_ductile_iron_pipes_power_station_geothermal,xinxing_ductile_iron_pipes_power_station_geothermal,xinxing_ductile_iron_pipes_power_station_geothermal,xinxing_ductile_iron_pipes_power_station_geothermal,xinxing_ductile_iron_pipes_power_station_geothermal,xinxing_ductile_iron_pipes_power_station_solar,xinxing_ductile_iron_pipes_power_station_solar,xinxing_ductile_iron_pipes_power_station_solar,xinxing_ductile_iron_pipes_power_station_solar,xinxing_ductile_iron_pipes_power_station_solar,xinxing_ductile_iron_pipes_power_station_wind,xinxing_ductile_iron_pipes_power_station_wind,xinxing_ductile_iron_pipes_power_station_wind,pt_halmahera_persada_lygend_nickel_smelter_power_station_phase_ii_unit_1,pt_halmahera_persada_lygend_nickel_smelter_power_station_phase_ii_unit_2,pt_halmahera_persada_lygend_nickel_smelter_power_station_phase_ii_unit_3,pt_halmahera_persada_lygend_nickel_smelter_power_station_phase_ii_unit_4,pt_halmahera_persada_lygend_nickel_smelter_power_station_phase_i_unit_1,pt_halmahera_persada_lygend_nickel_smelter_power_station_phase_i_unit_2,pt_halmahera_persada_lygend_nickel_smelter_power_station_phase_i_unit_3,pt_halmahera_persada_lygend_nickel_smelter_power_station_phase_iii_unit_5,pt_halmahera_persada_lygend_nickel_smelter_power_station_phase_iii_unit_6,pt_halmahera_persada_lygend_nickel_smelter_power_station_phase_iii_unit_7,pt_halmahera_persada_lygend_nickel_smelter_power_station_phase_iii_unit_8,pt_halmahera_persada_lygend_nickel_smelter_power_station_geothermal,pt_halmahera_persada_lygend_nickel_smelter_power_station_geothermal,pt_halmahera_persada_lygend_nickel_smelter_power_station_geothermal,pt_halmahera_persada_lygend_nickel_smelter_power_station_geothermal,pt_halmahera_persada_lygend_nickel_smelter_power_station_geothermal,pt_halmahera_persada_lygend_nickel_smelter_power_station_solar,pt_halmahera_persada_lygend_nickel_smelter_power_station_solar,pt_halmahera_persada_lygend_nickel_smelter_power_station_solar,pt_halmahera_persada_lygend_nickel_smelter_power_station_solar,pt_halmahera_persada_lygend_nickel_smelter_power_station_solar,pt_halmahera_persada_lygend_nickel_smelter_power_station_wind,pt_halmahera_persada_lygend_nickel_smelter_power_station_wind,pt_halmahera_persada_lygend_nickel_smelter_power_station_wind,weda_bay_power_station_unit_1314,weda_bay_power_station_unit_1315,weda_bay_power_station_unit_1,weda_bay_power_station_unit_2,weda_bay_power_station_unit_3,weda_bay_power_station_unit_4,weda_bay_power_station_unit_9,weda_bay_power_station_unit_5,weda_bay_power_station_unit_6,weda_bay_power_station_unit_7,weda_bay_power_station_unit_8,weda_bay_power_station_unit_10,weda_bay_power_station_unit_11,weda_bay_power_station_unit_12,weda_bay_power_station_geothermal,weda_bay_power_station_geothermal,weda_bay_power_station_geothermal,weda_bay_power_station_geothermal,weda_bay_power_station_geothermal,weda_bay_power_station_solar,weda_bay_power_station_solar,weda_bay_power_station_solar,weda_bay_power_station_solar,weda_bay_power_station_solar
1024,1,1,1,1,1,1,1,1,1,1,1,0.222,0.222,0.222,0.222,0.222,0.259,0.259,0.259,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.222,0.222,0.222,0.222,0.222,0.259,0.259,0.259,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.222,0.222,0.222,0.222,0.222
1025,1,1,1,1,1,1,1,1,1,1,1,0.086,0.086,0.086,0.086,0.086,0.227,0.227,0.227,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.086,0.086,0.086,0.086,0.086,0.227,0.227,0.227,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.086,0.086,0.086,0.086,0.086
1026,1,1,1,1,1,1,1,1,1,1,1,0.001,0.001,0.001,0.001,0.001,0.165,0.165,0.165,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.001,0.001,0.001,0.001,0.001,0.165,0.165,0.165,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.001,0.001,0.001,0.001,0.001
1027,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0.112,0.112,0.112,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0.112,0.112,0.112,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0
1028,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0.079,0.079,0.079,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0.079,0.079,0.079,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0
1029,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0.058,0.058,0.058,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0.058,0.058,0.058,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0
1030,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0.046,0.046,0.046,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0.046,0.046,0.046,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0
1031,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0.043,0.043,0.043,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0.043,0.043,0.043,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0
1032,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0.054,0.054,0.054,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0.054,0.054,0.054,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0
1033,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0.068,0.068,0.068,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0.068,0.068,0.068,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0
1034,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0.075,0.075,0.075,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0.075,0.075,0.075,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0
1035,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0.074,0.074,0.074,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0.074,0.074,0.074,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0
1036,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0.069,0.069,0.069,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0.069,0.069,0.069,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0
1037,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0.062,0.062,0.062,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0.062,0.062,0.062,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0
1038,1,1,1,1,1,1,1,1,1,1,1,0.005,0.005,0.005,0.005,0.005,0.054,0.054,0.054,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.005,0.005,0.005,0.005,0.005,0.054,0.054,0.054,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.005,0.005,0.005,0.005,0.005
1039,1,1,1,1,1,1,1,1,1,1,1,0.137,0.137,0.137,0.137,0.137,0.048,0.048,0.048,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.137,0.137,0.137,0.137,0.137,0.048,0.048,0.048,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.137,0.137,0.137,0.137,0.137
1040,1,1,1,1,1,1,1,1,1,1,1,0.321,0.321,0.321,0.321,0.321,0.055,0.055,0.055,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.321,0.321,0.321,0.321,0.321,0.055,0.055,0.055,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.321,0.321,0.321,0.321,0.321
1041,1,1,1,1,1,1,1,1,1,1,1,0.471,0.471,0.471,0.471,0.471,0.068,0.068,0.068,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.471,0.471,0.471,0.471,0.471,0.068,0.068,0.068,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.471,0.471,0.471,0.471,0.471
1042,1,1,1,1,1,1,1,1,1,1,1,0.581,0.581,0.581,0.581,0.581,0.085,0.085,0.085,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.581,0.581,0.581,0.581,0.581,0.085,0.085,0.085,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.581,0.581,0.581,0.581,0.581
1043,1,1,1,1,1,1,1,1,1,1,1,0.643,0.643,0.643,0.643,0.643,0.105,0.105,0.105,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.643,0.643,0.643,0.643,0.643,0.105,0.105,0.105,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.643,0.643,0.643,0.643,0.643
1044,1,1,1,1,1,1,1,1,1,1,1,0.661,0.661,0.661,0.661,0.661,0.135,0.135,0.135,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.661,0.661,0.661,0.661,0.661,0.135,0.135,0.135,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.661,0.661,0.661,0.661,0.661
1045,1,1,1,1,1,1,1,1,1,1,1,0.639,0.639,0.639,0.639,0.639,0.164,0.164,0.164,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.639,0.639,0.639,0.639,0.639,0.164,0.164,0.164,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.639,0.639,0.639,0.639,0.639
1046,1,1,1,1,1,1,1,1,1,1,1,0.573,0.573,0.573,0.573,0.573,0.188,0.188,0.188,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.573,0.573,0.573,0.573,0.573,0.188,0.188,0.188,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.573,0.573,0.573,0.573,0.573
1047,1,1,1,1,1,1,1,1,1,1,1,0.459,0.459,0.459,0.459,0.459,0.204,0.204,0.204,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.459,0.459,0.459,0.459,0.459,0.204,0.204,0.204,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.459,0.459,0.459,0.459,0.459
1048,1,1,1,1,1,1,1,1,1,1,1,0.301,0.301,0.301,0.301,0.301,0.218,0.218,0.218,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.301,0.301,0.301,0.301,0.301,0.218,0.218,0.218,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.301,0.301,0.301,0.301,0.301
1049,1,1,1,1,1,1,1,1,1,1,1,0.127,0.127,0.127,0.127,0.127,0.228,0.228,0.228,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.127,0.127,0.127,0.127,0.127,0.228,0.228,0.228,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.127,0.127,0.127,0.127,0.127
1050,1,1,1,1,1,1,1,1,1,1,1,0.002,0.002,0.002,0.002,0.002,0.216,0.216,0.216,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.002,0.002,0.002,0.002,0.002,0.216,0.216,0.216,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.002,0.002,0.002,0.002,0.002
1051,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0.199,0.199,0.199,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0.199,0.199,0.199,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0
1052,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0.208,0.208,0.208,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0.208,0.208,0.208,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0
1053,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0.222,0.222,0.222,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0.222,0.222,0.222,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0
1054,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0.231,0.231,0.231,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0.231,0.231,0.231,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0
1055,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0.249,0.249,0.249,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0.249,0.249,0.249,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0
1056,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0.297,0.297,0.297,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0.297,0.297,0.297,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0
1057,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0.367,0.367,0.367,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0.367,0.367,0.367,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0
1058,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0.401,0.401,0.401,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0.401,0.401,0.401,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0
1059,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0.386,0.386,0.386,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0.386,0.386,0.386,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0
1060,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0.362,0.362,0.362,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0.362,0.362,0.362,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0
1061,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0.362,0.362,0.362,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0.362,0.362,0.362,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0
1062,1,1,1,1,1,1,1,1,1,1,1,0.004,0.004,0.004,0.004,0.004,0.374,0.374,0.374,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.004,0.004,0.004,0.004,0.004,0.374,0.374,0.374,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.004,0.004,0.004,0.004,0.004
1063,1,1,1,1,1,1,1,1,1,1,1,0.125,0.125,0.125,0.125,0.125,0.36,0.36,0.36,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.125,0.125,0.125,0.125,0.125,0.36,0.36,0.36,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.125,0.125,0.125,0.125,0.125
1064,1,1,1,1,1,1,1,1,1,1,1,0.307,0.307,0.307,0.307,0.307,0.388,0.388,0.388,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.307,0.307,0.307,0.307,0.307,0.388,0.388,0.388,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.307,0.307,0.307,0.307,0.307
1065,1,1,1,1,1,1,1,1,1,1,1,0.473,0.473,0.473,0.473,0.473,0.388,0.388,0.388,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.473,0.473,0.473,0.473,0.473,0.388,0.388,0.388,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.473,0.473,0.473,0.473,0.473
1066,1,1,1,1,1,1,1,1,1,1,1,0.595,0.595,0.595,0.595,0.595,0.373,0.373,0.373,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.595,0.595,0.595,0.595,0.595,0.373,0.373,0.373,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.595,0.595,0.595,0.595,0.595
1067,1,1,1,1,1,1,1,1,1,1,1,0.661,0.661,0.661,0.661,0.661,0.368,0.368,0.368,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.661,0.661,0.661,0.661,0.661,0.368,0.368,0.368,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.661,0.661,0.661,0.661,0.661
1068,1,1,1,1,1,1,1,1,1,1,1,0.684,0.684,0.684,0.684,0.684,0.364,0.364,0.364,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.684,0.684,0.684,0.684,0.684,0.364,0.364,0.364,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.684,0.684,0.684,0.684,0.684
1069,1,1,1,1,1,1,1,1,1,1,1,0.66,0.66,0.66,0.66,0.66,0.344,0.344,0.344,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.66,0.66,0.66,0.66,0.66,0.344,0.344,0.344,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.66,0.66,0.66,0.66,0.66
1070,1,1,1,1,1,1,1,1,1,1,1,0.587,0.587,0.587,0.587,0.587,0.316,0.316,0.316,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.587,0.587,0.587,0.587,0.587,0.316,0.316,0.316,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.587,0.587,0.587,0.587,0.587
1071,1,1,1,1,1,1,1,1,1,1,1,0.472,0.472,0.472,0.472,0.472,0.294,0.294,0.294,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.472,0.472,0.472,0.472,0.472,0.294,0.294,0.294,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.472,0.472,0.472,0.472,0.472
1072,1,1,1,1,1,1,1,1,1,1,1,0.314,0.314,0.314,0.314,0.314,0.273,0.273,0.273,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.314,0.314,0.314,0.314,0.314,0.273,0.273,0.273,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.314,0.314,0.314,0.314,0.314
1073,1,1,1,1,1,1,1,1,1,1,1,0.131,0.131,0.131,0.131,0.131,0.253,0.253,0.253,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.131,0.131,0.131,0.131,0.131,0.253,0.253,0.253,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.131,0.131,0.131,0.131,0.131
1074,1,1,1,1,1,1,1,1,1,1,1,0.002,0.002,0.002,0.002,0.002,0.218,0.218,0.218,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.002,0.002,0.002,0.002,0.002,0.218,0.218,0.218,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.002,0.002,0.002,0.002,0.002
1075,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0.168,0.168,0.168,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0.168,0.168,0.168,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0
1076,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0.144,0.144,0.144,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0.144,0.144,0.144,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0
1077,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0.132,0.132,0.132,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0.132,0.132,0.132,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0
1078,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0.128,0.128,0.128,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0.128,0.128,0.128,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0
1079,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0.125,0.125,0.125,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0.125,0.125,0.125,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0
1080,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0.144,0.144,0.144,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0.144,0.144,0.144,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0
1081,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0.171,0.171,0.171,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0.171,0.171,0.171,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0
1082,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0.184,0.184,0.184,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0.184,0.184,0.184,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0
1083,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0.203,0.203,0.203,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0.203,0.203,0.203,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0
1084,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0.225,0.225,0.225,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0.225,0.225,0.225,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0
1085,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0.239,0.239,0.239,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0.239,0.239,0.239,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0
1086,1,1,1,1,1,1,1,1,1,1,1,0.004,0.004,0.004,0.004,0.004,0.261,0.261,0.261,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.004,0.004,0.004,0.004,0.004,0.261,0.261,0.261,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.004,0.004,0.004,0.004,0.004
1087,1,1,1,1,1,1,1,1,1,1,1,0.121,0.121,0.121,0.121,0.121,0.27,0.27,0.27,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.121,0.121,0.121,0.121,0.121,0.27,0.27,0.27,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.121,0.121,0.121,0.121,0.121
1088,1,1,1,1,1,1,1,1,1,1,1,0.317,0.317,0.317,0.317,0.317,0.317,0.317,0.317,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.317,0.317,0.317,0.317,0.317,0.317,0.317,0.317,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.317,0.317,0.317,0.317,0.317
1089,1,1,1,1,1,1,1,1,1,1,1,0.481,0.481,0.481,0.481,0.481,0.333,0.333,0.333,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.481,0.481,0.481,0.481,0.481,0.333,0.333,0.333,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.481,0.481,0.481,0.481,0.481
1090,1,1,1,1,1,1,1,1,1,1,1,0.589,0.589,0.589,0.589,0.589,0.346,0.346,0.346,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.589,0.589,0.589,0.589,0.589,0.346,0.346,0.346,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.589,0.589,0.589,0.589,0.589
1091,1,1,1,1,1,1,1,1,1,1,1,0.643,0.643,0.643,0.643,0.643,0.375,0.375,0.375,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.643,0.643,0.643,0.643,0.643,0.375,0.375,0.375,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.643,0.643,0.643,0.643,0.643
1092,1,1,1,1,1,1,1,1,1,1,1,0.642,0.642,0.642,0.642,0.642,0.372,0.372,0.372,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.642,0.642,0.642,0.642,0.642,0.372,0.372,0.372,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.642,0.642,0.642,0.642,0.642
1093,1,1,1,1,1,1,1,1,1,1,1,0.595,0.595,0.595,0.595,0.595,0.329,0.329,0.329,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.595,0.595,0.595,0.595,0.595,0.329,0.329,0.329,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.595,0.595,0.595,0.595,0.595
1094,1,1,1,1,1,1,1,1,1,1,1,0.534,0.534,0.534,0.534,0.534,0.307,0.307,0.307,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.534,0.534,0.534,0.534,0.534,0.307,0.307,0.307,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.534,0.534,0.534,0.534,0.534
1095,1,1,1,1,1,1,1,1,1,1,1,0.419,0.419,0.419,0.419,0.419,0.289,0.289,0.289,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.419,0.419,0.419,0.419,0.419,0.289,0.289,0.289,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.419,0.419,0.419,0.419,0.419
1096,1,1,1,1,1,1,1,1,1,1,1,0.272,0.272,0.272,0.272,0.272,0.273,0.273,0.273,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.272,0.272,0.272,0.272,0.272,0.273,0.273,0.273,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.272,0.272,0.272,0.272,0.272
1097,1,1,1,1,1,1,1,1,1,1,1,0.115,0.115,0.115,0.115,0.115,0.241,0.241,0.241,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.115,0.115,0.115,0.115,0.115,0.241,0.241,0.241,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.115,0.115,0.115,0.115,0.115
