r_id,pltu_kalbar_1,pltu_p_baru_ftp_2,pltu_sintang,mpp_kalbar,pltu_ipp_ketapang,pltu_ketapang,kalbar_1,kalbarpontianak_relokasi_,khatulistiwa_kuota_tersebar,lisdes_kalbar,air_upas,kendawangan,khatulistiwa_kuota_tersebar,khatulistiwa_kuota_tersebar,khatulistiwa_kuota_tersebar,khatulistiwa_kuota_tersebar,khatulistiwa_kuota_tersebar,khatulistiwa_kuota_tersebar,lisdes_kalbar,nanga_tayap,dedieselisasi,sei_melayu,khatulistiwa_kuota_tersebar,khatulistiwa_kuota_tersebar,lisdes_kalbar,kalbar,khatulistiwa_kuota_tersebar,pantai_kurakura_ftp_1,parit_baru_ftpi,dedieselisasi,tepuai,khatulistiwa_kuota_tersebar,kalbar,nanga_pinoh,pltu_kalsel_ftp2,pltbg_sukadamai,plta_riam_kanan,pltg_trisakti,pltd_trisakti,pltu_asam_asam_ftp_1_34,pltu_asam_asam_12,kalsel_kuota_tersebar,kalselteng_2,dedieselisasi,kaisel_relokasi_,tanah_laut,kotabaru,dedieselisasi,kaisel_1,pltmg_bangkanai_ftp2,pltu_kalselteng_1,pltd_sampit,pltu_pangkalan_bun,pltu_pulang_pisau_ftp_1,bangkanai_ftp2,dedieselisasi,kalteng_relokasi_,lisdes_kalteng,dedieselisasi,sampit,pltg_samberag,pltu_tj_redep_,pltmg_bontang,pltu_kaltim_ftp_2,pltg_katlim_peaking,mpp_kaltim_,pltgu_tanjung_batu,pltu_embalut_eksp,pltu_kaltlim_4,pltu_katlim_mt,pltg_senipah,pltg_senipah_st,pltu_kaltimteluk_balikpapan_ftp_1,lisdes_kaltim,lisdes_kaltim,dedieselisasi,kaltim_peaker_2,lisdes_kaltim,plth_kaltim_peaker_2,tanah_grogot,lisdes_kaltim,kalseltengtimra_kuota_tersebar,kalseltengtimra_kuota_tersebar,kelai,lambakan,kaltim_add_on_blok_2,tabang,pltd_malinau,pltd_tidang_pale,pltu_malinau,pltd_bulungan,pltmg_tj_selor,lisdes_kaltara,malinau,nunukan_2,tanjung_selor,bunyu,lisdes_kaltara,dedieselisasi,lisdes_kaltara,kalseltengtimr_a_kuota_tersebar,lisdes_kaltara,kalseltengtimra_kuota_tersebar,kalseltengtimr_a_kuota_tersebar,sei_menggaris,kalseltengtimra_kuota_tersebar,sesayap,kaltimra,kaltimra,kaltimra_eks_tarakan,plta_kalseltengtimra_kuota_tersebar,plta_kalseltengtimra_kuota_tersebar,plta_muara_juloi,plta_muara_juloi,west_kalimantan_geothermal_potential_ruen,south_kalimantan_geothermal_potential_ruen,central_kalimantan_geothermal_potential_ruen,east_kalimantan_geothermal_potential_ruen,north_kalimantan_geothermal_potential_ruen,west_kalimantan_hydropower_potential_ruen,south_kalimantan_hydropower_potential_ruen,central_kalimantan_hydropower_potential_ruen,east_kalimantan_hydropower_potential_ruen,north_kalimantan_hydropower_potential_ruen,west_kalimantan_hydropower_mini_potential_ruen,south_kalimantan_hydropower_mini_potential_ruen,central_kalimantan_hydropower_mini_potential_ruen,east_kalimantan_hydropower_mini_potential_ruen,north_kalimantan_hydropower_mini_potential_ruen,west_kalimantan_biomass_potential_ruen,south_kalimantan_biomass_potential_ruen,central_kalimantan_biomass_potential_ruen,east_kalimantan_biomass_potential_ruen,north_kalimantan_biomass_potential_ruen,west_kalimantan_biogas_potential_ruen,south_kalimantan_biogas_potential_ruen,central_kalimantan_biogas_potential_ruen,east_kalimantan_biogas_potential_ruen,north_kalimantan_biogas_potential_ruen,west_kalimantan_solar_potential_ruen,south_kalimantan_solar_potential_ruen,central_kalimantan_solar_potential_ruen,east_kalimantan_solar_potential_ruen,north_kalimantan_solar_potential_ruen,west_kalimantan_wind_potential_ruen,south_kalimantan_wind_potential_ruen,central_kalimantan_wind_potential_ruen,east_kalimantan_wind_potential_ruen,north_kalimantan_wind_potential_ruen,gas_candidate_1,gas_candidate_2,gas_candidate_3,gas_candidate_4,ccgt_candidate_1,ccgt_candidate_2,ccgt_candidate_3,ccgt_candidate_4,diesel_candidate_1,diesel_candidate_2,diesel_candidate_3,diesel_candidate_4,gas_candidate_1,gas_candidate_2,gas_candidate_3,gas_candidate_4,ccgt_candidate_1,ccgt_candidate_2,ccgt_candidate_3,ccgt_candidate_4,diesel_candidate_1,diesel_candidate_2,diesel_candidate_3,diesel_candidate_4,gas_candidate_1,gas_candidate_2,gas_candidate_3,gas_candidate_4,ccgt_candidate_1,ccgt_candidate_2,ccgt_candidate_3,ccgt_candidate_4,diesel_candidate_1,diesel_candidate_2,diesel_candidate_3,diesel_candidate_4,gas_candidate_1,gas_candidate_2,gas_candidate_3,gas_candidate_4,ccgt_candidate_1,ccgt_candidate_2,ccgt_candidate_3,ccgt_candidate_4,diesel_candidate_1,diesel_candidate_2,diesel_candidate_3,diesel_candidate_4,gas_candidate_1,gas_candidate_2,gas_candidate_3,gas_candidate_4,ccgt_candidate_1,ccgt_candidate_2,ccgt_candidate_3,ccgt_candidate_4,diesel_candidate_1,diesel_candidate_2,diesel_candidate_3,diesel_candidate_4
11,1,1,1,1,1,1,1,1,1,0.004,1,1,1,1,1,1,1,1,0.004,1,0.004,1,0.5,1,0.004,0.004,0.5,1,1,0.004,0.5,1,0.5,0.5,1,1,0.5,1,1,1,1,0,1,0,1,0.022,1,0,1,1,1,1,1,1,1,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,1,1,1,1,0.5,0.5,1,0.5,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,0.5,0.5,1,0.5,0.5,0.5,0.5,1,0.5,0.5,0.5,0.5,1,1,1,1,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,1,1,1,1,1,1,1,1,1,0.004,0,0,0,0,0,0.022,0.013,0.042,0.057,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
12,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,0,1,0.5,1,0,0,0.5,1,1,0,0.5,1,0.5,0.5,1,1,0.5,1,1,1,1,0,1,0,1,0.059,1,0,1,1,1,1,1,1,1,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,1,1,1,1,0.5,0.5,1,0.5,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,0.5,0.5,1,0.5,0.5,0.5,0.5,1,0.5,0.5,0.5,0.5,1,1,1,1,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0.059,0.042,0.054,0.098,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
13,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,0,1,0.5,1,0,0,0.5,1,1,0,0.5,1,0.5,0.5,1,1,0.5,1,1,1,1,0,1,0,1,0.074,1,0,1,1,1,1,1,1,1,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,1,1,1,1,0.5,0.5,1,0.5,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,0.5,0.5,1,0.5,0.5,0.5,0.5,1,0.5,0.5,0.5,0.5,1,1,1,1,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0.001,0.074,0.071,0.043,0.114,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
14,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,0,1,0.5,1,0,0,0.5,1,1,0,0.5,1,0.5,0.5,1,1,0.5,1,1,1,1,0,1,0,1,0.073,1,0,1,1,1,1,1,1,1,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,1,1,1,1,0.5,0.5,1,0.5,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,0.5,0.5,1,0.5,0.5,0.5,0.5,1,0.5,0.5,0.5,0.5,1,1,1,1,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0.01,0.073,0.084,0.039,0.112,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
15,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,0,1,0.5,1,0,0,0.5,1,1,0,0.5,1,0.5,0.5,1,1,0.5,1,1,1,1,0,1,0,1,0.074,1,0,1,1,1,1,1,1,1,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,1,1,1,1,0.5,0.5,1,0.5,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,0.5,0.5,1,0.5,0.5,0.5,0.5,1,0.5,0.5,0.5,0.5,1,1,1,1,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0.026,0.074,0.074,0.033,0.116,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
16,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,0,1,0.5,1,0,0,0.5,1,1,0,0.5,1,0.5,0.5,1,1,0.5,1,1,1,1,0,1,0,1,0.053,1,0,1,1,1,1,1,1,1,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,1,1,1,1,0.5,0.5,1,0.5,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,0.5,0.5,1,0.5,0.5,0.5,0.5,1,0.5,0.5,0.5,0.5,1,1,1,1,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0.032,0.053,0.05,0.025,0.089,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
17,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,0,1,0.5,1,0,0,0.5,1,1,0,0.5,1,0.5,0.5,1,1,0.5,1,1,1,1,0,1,0,1,0.044,1,0,1,1,1,1,1,1,1,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,1,1,1,1,0.5,0.5,1,0.5,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,0.5,0.5,1,0.5,0.5,0.5,0.5,1,0.5,0.5,0.5,0.5,1,1,1,1,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0.031,0.044,0.027,0.025,0.058,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
18,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,0,1,0.5,1,0,0,0.5,1,1,0,0.5,1,0.5,0.5,1,1,0.5,1,1,1,1,0,1,0,1,0.04,1,0,1,1,1,1,1,1,1,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,1,1,1,1,0.5,0.5,1,0.5,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,0.5,0.5,1,0.5,0.5,0.5,0.5,1,0.5,0.5,0.5,0.5,1,1,1,1,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0.05,0.04,0.01,0.039,0.012,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
19,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,0,1,0.5,1,0,0,0.5,1,1,0,0.5,1,0.5,0.5,1,1,0.5,1,1,1,1,0,1,0,1,0.042,1,0,1,1,1,1,1,1,1,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,1,1,1,1,0.5,0.5,1,0.5,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,0.5,0.5,1,0.5,0.5,0.5,0.5,1,0.5,0.5,0.5,0.5,1,1,1,1,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0.087,0.042,0.004,0.007,0.001,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
20,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,0,1,0.5,1,0,0,0.5,1,1,0,0.5,1,0.5,0.5,1,1,0.5,1,1,1,1,0,1,0,1,0.048,1,0,1,1,1,1,1,1,1,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,1,1,1,1,0.5,0.5,1,0.5,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,0.5,0.5,1,0.5,0.5,0.5,0.5,1,0.5,0.5,0.5,0.5,1,1,1,1,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0.091,0.048,0.003,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
21,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,0,1,0.5,1,0,0,0.5,1,1,0,0.5,1,0.5,0.5,1,1,0.5,1,1,1,1,0,1,0,1,0.048,1,0,1,1,1,1,1,1,1,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,1,1,1,1,0.5,0.5,1,0.5,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,0.5,0.5,1,0.5,0.5,0.5,0.5,1,0.5,0.5,0.5,0.5,1,1,1,1,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0.061,0.048,0.003,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
22,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,0,1,0.5,1,0,0,0.5,1,1,0,0.5,1,0.5,0.5,1,1,0.5,1,1,1,1,0,1,0,1,0.063,1,0,1,1,1,1,1,1,1,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,1,1,1,1,0.5,0.5,1,0.5,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,0.5,0.5,1,0.5,0.5,0.5,0.5,1,0.5,0.5,0.5,0.5,1,1,1,1,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0.048,0.063,0.004,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
23,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,0,1,0.5,1,0,0,0.5,1,1,0,0.5,1,0.5,0.5,1,1,0.5,1,1,1,1,0.002,1,0.002,1,0.078,1,0.002,1,1,1,1,1,1,1,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.005,0.005,0.005,1,0.005,0.005,1,1,1,1,0.5,0.5,1,0.5,1,1,1,1,1,1,1,1,1,1,0.006,0.006,0.006,1,1,0.5,0.5,1,0.5,0.5,0.5,0.5,1,0.5,0.5,0.5,0.5,1,1,1,1,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,1,1,1,1,1,1,1,1,1,0,0.002,0,0.005,0.006,0.035,0.078,0.005,0.002,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
24,1,1,1,1,1,1,1,1,1,0.037,1,1,1,1,1,1,1,1,0.037,1,0.037,1,0.5,1,0.037,0.037,0.5,1,1,0.037,0.5,1,0.5,0.5,1,1,0.5,1,1,1,1,0.069,1,0.069,1,0.037,1,0.069,1,1,1,1,1,1,1,0.053,1,0.053,0.053,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.059,0.059,0.059,1,0.059,0.059,1,1,1,1,0.5,0.5,1,0.5,1,1,1,1,1,1,1,1,1,1,0.069,0.069,0.069,1,1,0.5,0.5,1,0.5,0.5,0.5,0.5,1,0.5,0.5,0.5,0.5,1,1,1,1,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,1,1,1,1,1,1,1,1,1,0.037,0.069,0.053,0.059,0.069,0.044,0.037,0.006,0.001,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
25,1,1,1,1,1,1,1,1,1,0.115,1,1,1,1,1,1,1,1,0.115,1,0.115,1,0.5,1,0.115,0.115,0.5,1,1,0.115,0.5,1,0.5,0.5,1,1,0.5,1,1,1,1,0.159,1,0.159,1,0.025,1,0.159,1,1,1,1,1,1,1,0.134,1,0.134,0.134,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.14,0.14,0.14,1,0.14,0.14,1,1,1,1,0.5,0.5,1,0.5,1,1,1,1,1,1,1,1,1,1,0.154,0.154,0.154,1,1,0.5,0.5,1,0.5,0.5,0.5,0.5,1,0.5,0.5,0.5,0.5,1,1,1,1,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,1,1,1,1,1,1,1,1,1,0.115,0.159,0.134,0.14,0.154,0.014,0.025,0.003,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
26,1,1,1,1,1,1,1,1,1,0.178,1,1,1,1,1,1,1,1,0.178,1,0.178,1,0.5,1,0.178,0.178,0.5,1,1,0.178,0.5,1,0.5,0.5,1,1,0.5,1,1,1,1,0.23,1,0.23,1,0.047,1,0.23,1,1,1,1,1,1,1,0.224,1,0.224,0.224,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.252,0.252,0.252,1,0.252,0.252,1,1,1,1,0.5,0.5,1,0.5,1,1,1,1,1,1,1,1,1,1,0.226,0.226,0.226,1,1,0.5,0.5,1,0.5,0.5,0.5,0.5,1,0.5,0.5,0.5,0.5,1,1,1,1,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,1,1,1,1,1,1,1,1,1,0.178,0.23,0.224,0.252,0.226,0.002,0.047,0.001,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
27,1,1,1,1,1,1,1,1,1,0.199,1,1,1,1,1,1,1,1,0.199,1,0.199,1,0.5,1,0.199,0.199,0.5,1,1,0.199,0.5,1,0.5,0.5,1,1,0.5,1,1,1,1,0.255,1,0.255,1,0.055,1,0.255,1,1,1,1,1,1,1,0.271,1,0.271,0.271,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.36,0.36,0.36,1,0.36,0.36,1,1,1,1,0.5,0.5,1,0.5,1,1,1,1,1,1,1,1,1,1,0.277,0.277,0.277,1,1,0.5,0.5,1,0.5,0.5,0.5,0.5,1,0.5,0.5,0.5,0.5,1,1,1,1,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,1,1,1,1,1,1,1,1,1,0.199,0.255,0.271,0.36,0.277,0.003,0.055,0.002,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
28,1,1,1,1,1,1,1,1,1,0.227,1,1,1,1,1,1,1,1,0.227,1,0.227,1,0.5,1,0.227,0.227,0.5,1,1,0.227,0.5,1,0.5,0.5,1,1,0.5,1,1,1,1,0.252,1,0.252,1,0.046,1,0.252,1,1,1,1,1,1,1,0.352,1,0.352,0.352,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.395,0.395,0.395,1,0.395,0.395,1,1,1,1,0.5,0.5,1,0.5,1,1,1,1,1,1,1,1,1,1,0.315,0.315,0.315,1,1,0.5,0.5,1,0.5,0.5,0.5,0.5,1,0.5,0.5,0.5,0.5,1,1,1,1,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,1,1,1,1,1,1,1,1,1,0.227,0.252,0.352,0.395,0.315,0.011,0.046,0.002,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
29,1,1,1,1,1,1,1,1,1,0.253,1,1,1,1,1,1,1,1,0.253,1,0.253,1,0.5,1,0.253,0.253,0.5,1,1,0.253,0.5,1,0.5,0.5,1,1,0.5,1,1,1,1,0.256,1,0.256,1,0.031,1,0.256,1,1,1,1,1,1,1,0.421,1,0.421,0.421,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.414,0.414,0.414,1,0.414,0.414,1,1,1,1,0.5,0.5,1,0.5,1,1,1,1,1,1,1,1,1,1,0.335,0.335,0.335,1,1,0.5,0.5,1,0.5,0.5,0.5,0.5,1,0.5,0.5,0.5,0.5,1,1,1,1,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,1,1,1,1,1,1,1,1,1,0.253,0.256,0.421,0.414,0.335,0.01,0.031,0.002,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
30,1,1,1,1,1,1,1,1,1,0.257,1,1,1,1,1,1,1,1,0.257,1,0.257,1,0.5,1,0.257,0.257,0.5,1,1,0.257,0.5,1,0.5,0.5,1,1,0.5,1,1,1,1,0.241,1,0.241,1,0.015,1,0.241,1,1,1,1,1,1,1,0.441,1,0.441,0.441,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.397,0.397,0.397,1,0.397,0.397,1,1,1,1,0.5,0.5,1,0.5,1,1,1,1,1,1,1,1,1,1,0.333,0.333,0.333,1,1,0.5,0.5,1,0.5,0.5,0.5,0.5,1,0.5,0.5,0.5,0.5,1,1,1,1,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,1,1,1,1,1,1,1,1,1,0.257,0.241,0.441,0.397,0.333,0.005,0.015,0.002,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
31,1,1,1,1,1,1,1,1,1,0.222,1,1,1,1,1,1,1,1,0.222,1,0.222,1,0.5,1,0.222,0.222,0.5,1,1,0.222,0.5,1,0.5,0.5,1,1,0.5,1,1,1,1,0.198,1,0.198,1,0.005,1,0.198,1,1,1,1,1,1,1,0.381,1,0.381,0.381,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.33,0.33,0.33,1,0.33,0.33,1,1,1,1,0.5,0.5,1,0.5,1,1,1,1,1,1,1,1,1,1,0.299,0.299,0.299,1,1,0.5,0.5,1,0.5,0.5,0.5,0.5,1,0.5,0.5,0.5,0.5,1,1,1,1,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,1,1,1,1,1,1,1,1,1,0.222,0.198,0.381,0.33,0.299,0.001,0.005,0.002,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
32,1,1,1,1,1,1,1,1,1,0.173,1,1,1,1,1,1,1,1,0.173,1,0.173,1,0.5,1,0.173,0.173,0.5,1,1,0.173,0.5,1,0.5,0.5,1,1,0.5,1,1,1,1,0.142,1,0.142,1,0,1,0.142,1,1,1,1,1,1,1,0.303,1,0.303,0.303,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.226,0.226,0.226,1,0.226,0.226,1,1,1,1,0.5,0.5,1,0.5,1,1,1,1,1,1,1,1,1,1,0.226,0.226,0.226,1,1,0.5,0.5,1,0.5,0.5,0.5,0.5,1,0.5,0.5,0.5,0.5,1,1,1,1,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,1,1,1,1,1,1,1,1,1,0.173,0.142,0.303,0.226,0.226,0,0,0.002,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
