r_id,pltu_kalbar_1,pltu_p_baru_ftp_2,pltu_sintang,mpp_kalbar,pltu_ipp_ketapang,pltu_ketapang,kalbar_1,kalbarpontianak_relokasi_,khatulistiwa_kuota_tersebar,lisdes_kalbar,air_upas,kendawangan,khatulistiwa_kuota_tersebar,khatulistiwa_kuota_tersebar,khatulistiwa_kuota_tersebar,khatulistiwa_kuota_tersebar,khatulistiwa_kuota_tersebar,khatulistiwa_kuota_tersebar,lisdes_kalbar,nanga_tayap,dedieselisasi,sei_melayu,khatulistiwa_kuota_tersebar,khatulistiwa_kuota_tersebar,lisdes_kalbar,kalbar,khatulistiwa_kuota_tersebar,pantai_kurakura_ftp_1,parit_baru_ftpi,dedieselisasi,tepuai,khatulistiwa_kuota_tersebar,kalbar,nanga_pinoh,pltu_kalsel_ftp2,pltbg_sukadamai,plta_riam_kanan,pltg_trisakti,pltd_trisakti,pltu_asam_asam_ftp_1_34,pltu_asam_asam_12,kalsel_kuota_tersebar,kalselteng_2,dedieselisasi,kaisel_relokasi_,tanah_laut,kotabaru,dedieselisasi,kaisel_1,pltmg_bangkanai_ftp2,pltu_kalselteng_1,pltd_sampit,pltu_pangkalan_bun,pltu_pulang_pisau_ftp_1,bangkanai_ftp2,dedieselisasi,kalteng_relokasi_,lisdes_kalteng,dedieselisasi,sampit,pltg_samberag,pltu_tj_redep_,pltmg_bontang,pltu_kaltim_ftp_2,pltg_katlim_peaking,mpp_kaltim_,pltgu_tanjung_batu,pltu_embalut_eksp,pltu_kaltlim_4,pltu_katlim_mt,pltg_senipah,pltg_senipah_st,pltu_kaltimteluk_balikpapan_ftp_1,lisdes_kaltim,lisdes_kaltim,dedieselisasi,kaltim_peaker_2,lisdes_kaltim,plth_kaltim_peaker_2,tanah_grogot,lisdes_kaltim,kalseltengtimra_kuota_tersebar,kalseltengtimra_kuota_tersebar,kelai,lambakan,kaltim_add_on_blok_2,tabang,pltd_malinau,pltd_tidang_pale,pltu_malinau,pltd_bulungan,pltmg_tj_selor,lisdes_kaltara,malinau,nunukan_2,tanjung_selor,bunyu,lisdes_kaltara,dedieselisasi,lisdes_kaltara,kalseltengtimr_a_kuota_tersebar,lisdes_kaltara,kalseltengtimra_kuota_tersebar,kalseltengtimr_a_kuota_tersebar,sei_menggaris,kalseltengtimra_kuota_tersebar,sesayap,kaltimra,kaltimra,kaltimra_eks_tarakan,plta_kalseltengtimra_kuota_tersebar,plta_kalseltengtimra_kuota_tersebar,plta_muara_juloi,plta_muara_juloi,west_kalimantan_geothermal_potential_ruen,south_kalimantan_geothermal_potential_ruen,central_kalimantan_geothermal_potential_ruen,east_kalimantan_geothermal_potential_ruen,north_kalimantan_geothermal_potential_ruen,west_kalimantan_hydropower_potential_ruen,south_kalimantan_hydropower_potential_ruen,central_kalimantan_hydropower_potential_ruen,east_kalimantan_hydropower_potential_ruen,north_kalimantan_hydropower_potential_ruen,west_kalimantan_hydropower_mini_potential_ruen,south_kalimantan_hydropower_mini_potential_ruen,central_kalimantan_hydropower_mini_potential_ruen,east_kalimantan_hydropower_mini_potential_ruen,north_kalimantan_hydropower_mini_potential_ruen,west_kalimantan_biomass_potential_ruen,south_kalimantan_biomass_potential_ruen,central_kalimantan_biomass_potential_ruen,east_kalimantan_biomass_potential_ruen,north_kalimantan_biomass_potential_ruen,west_kalimantan_biogas_potential_ruen,south_kalimantan_biogas_potential_ruen,central_kalimantan_biogas_potential_ruen,east_kalimantan_biogas_potential_ruen,north_kalimantan_biogas_potential_ruen,west_kalimantan_solar_potential_ruen,south_kalimantan_solar_potential_ruen,central_kalimantan_solar_potential_ruen,east_kalimantan_solar_potential_ruen,north_kalimantan_solar_potential_ruen,west_kalimantan_wind_potential_ruen,south_kalimantan_wind_potential_ruen,central_kalimantan_wind_potential_ruen,east_kalimantan_wind_potential_ruen,north_kalimantan_wind_potential_ruen,gas_candidate_1,gas_candidate_2,gas_candidate_3,gas_candidate_4,ccgt_candidate_1,ccgt_candidate_2,ccgt_candidate_3,ccgt_candidate_4,diesel_candidate_1,diesel_candidate_2,diesel_candidate_3,diesel_candidate_4,gas_candidate_1,gas_candidate_2,gas_candidate_3,gas_candidate_4,ccgt_candidate_1,ccgt_candidate_2,ccgt_candidate_3,ccgt_candidate_4,diesel_candidate_1,diesel_candidate_2,diesel_candidate_3,diesel_candidate_4,gas_candidate_1,gas_candidate_2,gas_candidate_3,gas_candidate_4,ccgt_candidate_1,ccgt_candidate_2,ccgt_candidate_3,ccgt_candidate_4,diesel_candidate_1,diesel_candidate_2,diesel_candidate_3,diesel_candidate_4,gas_candidate_1,gas_candidate_2,gas_candidate_3,gas_candidate_4,ccgt_candidate_1,ccgt_candidate_2,ccgt_candidate_3,ccgt_candidate_4,diesel_candidate_1,diesel_candidate_2,diesel_candidate_3,diesel_candidate_4,gas_candidate_1,gas_candidate_2,gas_candidate_3,gas_candidate_4,ccgt_candidate_1,ccgt_candidate_2,ccgt_candidate_3,ccgt_candidate_4,diesel_candidate_1,diesel_candidate_2,diesel_candidate_3,diesel_candidate_4
974,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,0,1,0.5,1,0,0,0.5,1,1,0,0.5,1,0.5,0.5,1,1,0.5,1,1,1,1,0,1,0,1,0.009,1,0,1,1,1,1,1,1,1,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,1,1,1,1,0.5,0.5,1,0.5,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,0.5,0.5,1,0.5,0.5,0.5,0.5,1,0.5,0.5,0.5,0.5,1,1,1,1,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0.006,0.009,0.049,0.003,0.017,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
975,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,0,1,0.5,1,0,0,0.5,1,1,0,0.5,1,0.5,0.5,1,1,0.5,1,1,1,1,0,1,0,1,0.017,1,0,1,1,1,1,1,1,1,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,1,1,1,1,0.5,0.5,1,0.5,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,0.5,0.5,1,0.5,0.5,0.5,0.5,1,0.5,0.5,0.5,0.5,1,1,1,1,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0.015,0.017,0.063,0.003,0.015,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
976,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,0,1,0.5,1,0,0,0.5,1,1,0,0.5,1,0.5,0.5,1,1,0.5,1,1,1,1,0,1,0,1,0.017,1,0,1,1,1,1,1,1,1,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,1,1,1,1,0.5,0.5,1,0.5,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,0.5,0.5,1,0.5,0.5,0.5,0.5,1,0.5,0.5,0.5,0.5,1,1,1,1,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0.025,0.017,0.093,0.003,0.011,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
977,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,0,1,0.5,1,0,0,0.5,1,1,0,0.5,1,0.5,0.5,1,1,0.5,1,1,1,1,0,1,0,1,0.014,1,0,1,1,1,1,1,1,1,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,1,1,1,1,0.5,0.5,1,0.5,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,0.5,0.5,1,0.5,0.5,0.5,0.5,1,0.5,0.5,0.5,0.5,1,1,1,1,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0.028,0.014,0.108,0.004,0.002,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
978,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,0,1,0.5,1,0,0,0.5,1,1,0,0.5,1,0.5,0.5,1,1,0.5,1,1,1,1,0,1,0,1,0.017,1,0,1,1,1,1,1,1,1,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,1,1,1,1,0.5,0.5,1,0.5,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,0.5,0.5,1,0.5,0.5,0.5,0.5,1,0.5,0.5,0.5,0.5,1,1,1,1,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0.035,0.017,0.093,0.004,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
979,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,0,1,0.5,1,0,0,0.5,1,1,0,0.5,1,0.5,0.5,1,1,0.5,1,1,1,1,0,1,0,1,0.02,1,0,1,1,1,1,1,1,1,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,1,1,1,1,0.5,0.5,1,0.5,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,0.5,0.5,1,0.5,0.5,0.5,0.5,1,0.5,0.5,0.5,0.5,1,1,1,1,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0.054,0.02,0.051,0.003,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
980,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,0,1,0.5,1,0,0,0.5,1,1,0,0.5,1,0.5,0.5,1,1,0.5,1,1,1,1,0,1,0,1,0.012,1,0,1,1,1,1,1,1,1,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,1,1,1,1,0.5,0.5,1,0.5,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,0.5,0.5,1,0.5,0.5,0.5,0.5,1,0.5,0.5,0.5,0.5,1,1,1,1,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0.089,0.012,0.02,0.004,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
981,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,0,1,0.5,1,0,0,0.5,1,1,0,0.5,1,0.5,0.5,1,1,0.5,1,1,1,1,0,1,0,1,0.006,1,0,1,1,1,1,1,1,1,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,1,1,1,1,0.5,0.5,1,0.5,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,0.5,0.5,1,0.5,0.5,0.5,0.5,1,0.5,0.5,0.5,0.5,1,1,1,1,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0.092,0.006,0.004,0.019,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
982,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,0,1,0.5,1,0,0,0.5,1,1,0,0.5,1,0.5,0.5,1,1,0.5,1,1,1,1,0,1,0,1,0.005,1,0,1,1,1,1,1,1,1,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,1,1,1,1,0.5,0.5,1,0.5,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,0.5,0.5,1,0.5,0.5,0.5,0.5,1,0.5,0.5,0.5,0.5,1,1,1,1,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0.02,0.005,0.003,0.006,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
983,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,0,1,0.5,1,0,0,0.5,1,1,0,0.5,1,0.5,0.5,1,1,0.5,1,1,1,1,0.008,1,0.008,1,0.002,1,0.008,1,1,1,1,1,1,1,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.011,0.011,0.011,1,0.011,0.011,1,1,1,1,0.5,0.5,1,0.5,1,1,1,1,1,1,1,1,1,1,0.01,0.01,0.01,1,1,0.5,0.5,1,0.5,0.5,0.5,0.5,1,0.5,0.5,0.5,0.5,1,1,1,1,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,1,1,1,1,1,1,1,1,1,0,0.008,0,0.011,0.01,0,0.002,0,0.007,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
984,1,1,1,1,1,1,1,1,1,0.06,1,1,1,1,1,1,1,1,0.06,1,0.06,1,0.5,1,0.06,0.06,0.5,1,1,0.06,0.5,1,0.5,0.5,1,1,0.5,1,1,1,1,0.1,1,0.1,1,0,1,0.1,1,1,1,1,1,1,1,0.029,1,0.029,0.029,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.126,0.126,0.126,1,0.126,0.126,1,1,1,1,0.5,0.5,1,0.5,1,1,1,1,1,1,1,1,1,1,0.122,0.122,0.122,1,1,0.5,0.5,1,0.5,0.5,0.5,0.5,1,0.5,0.5,0.5,0.5,1,1,1,1,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,1,1,1,1,1,1,1,1,1,0.06,0.1,0.029,0.126,0.122,0.002,0,0,0.014,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
985,1,1,1,1,1,1,1,1,1,0.164,1,1,1,1,1,1,1,1,0.164,1,0.164,1,0.5,1,0.164,0.164,0.5,1,1,0.164,0.5,1,0.5,0.5,1,1,0.5,1,1,1,1,0.229,1,0.229,1,0,1,0.229,1,1,1,1,1,1,1,0.09,1,0.09,0.09,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.287,0.287,0.287,1,0.287,0.287,1,1,1,1,0.5,0.5,1,0.5,1,1,1,1,1,1,1,1,1,1,0.27,0.27,0.27,1,1,0.5,0.5,1,0.5,0.5,0.5,0.5,1,0.5,0.5,0.5,0.5,1,1,1,1,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,1,1,1,1,1,1,1,1,1,0.164,0.229,0.09,0.287,0.27,0,0,0,0.001,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
986,1,1,1,1,1,1,1,1,1,0.266,1,1,1,1,1,1,1,1,0.266,1,0.266,1,0.5,1,0.266,0.266,0.5,1,1,0.266,0.5,1,0.5,0.5,1,1,0.5,1,1,1,1,0.355,1,0.355,1,0.001,1,0.355,1,1,1,1,1,1,1,0.163,1,0.163,0.163,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.359,0.359,0.359,1,0.359,0.359,1,1,1,1,0.5,0.5,1,0.5,1,1,1,1,1,1,1,1,1,1,0.439,0.439,0.439,1,1,0.5,0.5,1,0.5,0.5,0.5,0.5,1,0.5,0.5,0.5,0.5,1,1,1,1,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,1,1,1,1,1,1,1,1,1,0.266,0.355,0.163,0.359,0.439,0,0.001,0,0.008,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
987,1,1,1,1,1,1,1,1,1,0.343,1,1,1,1,1,1,1,1,0.343,1,0.343,1,0.5,1,0.343,0.343,0.5,1,1,0.343,0.5,1,0.5,0.5,1,1,0.5,1,1,1,1,0.451,1,0.451,1,0.002,1,0.451,1,1,1,1,1,1,1,0.224,1,0.224,0.224,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.406,0.406,0.406,1,0.406,0.406,1,1,1,1,0.5,0.5,1,0.5,1,1,1,1,1,1,1,1,1,1,0.48,0.48,0.48,1,1,0.5,0.5,1,0.5,0.5,0.5,0.5,1,0.5,0.5,0.5,0.5,1,1,1,1,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,1,1,1,1,1,1,1,1,1,0.343,0.451,0.224,0.406,0.48,0,0.002,0.001,0.019,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
988,1,1,1,1,1,1,1,1,1,0.412,1,1,1,1,1,1,1,1,0.412,1,0.412,1,0.5,1,0.412,0.412,0.5,1,1,0.412,0.5,1,0.5,0.5,1,1,0.5,1,1,1,1,0.503,1,0.503,1,0.003,1,0.503,1,1,1,1,1,1,1,0.268,1,0.268,0.268,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.448,0.448,0.448,1,0.448,0.448,1,1,1,1,0.5,0.5,1,0.5,1,1,1,1,1,1,1,1,1,1,0.385,0.385,0.385,1,1,0.5,0.5,1,0.5,0.5,0.5,0.5,1,0.5,0.5,0.5,0.5,1,1,1,1,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,1,1,1,1,1,1,1,1,1,0.412,0.503,0.268,0.448,0.385,0,0.003,0.001,0.02,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
989,1,1,1,1,1,1,1,1,1,0.462,1,1,1,1,1,1,1,1,0.462,1,0.462,1,0.5,1,0.462,0.462,0.5,1,1,0.462,0.5,1,0.5,0.5,1,1,0.5,1,1,1,1,0.518,1,0.518,1,0.003,1,0.518,1,1,1,1,1,1,1,0.283,1,0.283,0.283,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.449,0.449,0.449,1,0.449,0.449,1,1,1,1,0.5,0.5,1,0.5,1,1,1,1,1,1,1,1,1,1,0.378,0.378,0.378,1,1,0.5,0.5,1,0.5,0.5,0.5,0.5,1,0.5,0.5,0.5,0.5,1,1,1,1,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,1,1,1,1,1,1,1,1,1,0.462,0.518,0.283,0.449,0.378,0,0.003,0,0.018,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
990,1,1,1,1,1,1,1,1,1,0.467,1,1,1,1,1,1,1,1,0.467,1,0.467,1,0.5,1,0.467,0.467,0.5,1,1,0.467,0.5,1,0.5,0.5,1,1,0.5,1,1,1,1,0.494,1,0.494,1,0.003,1,0.494,1,1,1,1,1,1,1,0.267,1,0.267,0.267,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.45,0.45,0.45,1,0.45,0.45,1,1,1,1,0.5,0.5,1,0.5,1,1,1,1,1,1,1,1,1,1,0.34,0.34,0.34,1,1,0.5,0.5,1,0.5,0.5,0.5,0.5,1,0.5,0.5,0.5,0.5,1,1,1,1,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,1,1,1,1,1,1,1,1,1,0.467,0.494,0.267,0.45,0.34,0.001,0.003,0,0.019,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
991,1,1,1,1,1,1,1,1,1,0.414,1,1,1,1,1,1,1,1,0.414,1,0.414,1,0.5,1,0.414,0.414,0.5,1,1,0.414,0.5,1,0.5,0.5,1,1,0.5,1,1,1,1,0.408,1,0.408,1,0.005,1,0.408,1,1,1,1,1,1,1,0.224,1,0.224,0.224,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.422,0.422,0.422,1,0.422,0.422,1,1,1,1,0.5,0.5,1,0.5,1,1,1,1,1,1,1,1,1,1,0.229,0.229,0.229,1,1,0.5,0.5,1,0.5,0.5,0.5,0.5,1,0.5,0.5,0.5,0.5,1,1,1,1,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,1,1,1,1,1,1,1,1,1,0.414,0.408,0.224,0.422,0.229,0.001,0.005,0,0.017,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
992,1,1,1,1,1,1,1,1,1,0.324,1,1,1,1,1,1,1,1,0.324,1,0.324,1,0.5,1,0.324,0.324,0.5,1,1,0.324,0.5,1,0.5,0.5,1,1,0.5,1,1,1,1,0.257,1,0.257,1,0.006,1,0.257,1,1,1,1,1,1,1,0.179,1,0.179,0.179,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.309,0.309,0.309,1,0.309,0.309,1,1,1,1,0.5,0.5,1,0.5,1,1,1,1,1,1,1,1,1,1,0.161,0.161,0.161,1,1,0.5,0.5,1,0.5,0.5,0.5,0.5,1,0.5,0.5,0.5,0.5,1,1,1,1,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,1,1,1,1,1,1,1,1,1,0.324,0.257,0.179,0.309,0.161,0.001,0.006,0,0.009,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
993,1,1,1,1,1,1,1,1,1,0.207,1,1,1,1,1,1,1,1,0.207,1,0.207,1,0.5,1,0.207,0.207,0.5,1,1,0.207,0.5,1,0.5,0.5,1,1,0.5,1,1,1,1,0.143,1,0.143,1,0.007,1,0.143,1,1,1,1,1,1,1,0.103,1,0.103,0.103,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.161,0.161,0.161,1,0.161,0.161,1,1,1,1,0.5,0.5,1,0.5,1,1,1,1,1,1,1,1,1,1,0.104,0.104,0.104,1,1,0.5,0.5,1,0.5,0.5,0.5,0.5,1,0.5,0.5,0.5,0.5,1,1,1,1,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,1,1,1,1,1,1,1,1,1,0.207,0.143,0.103,0.161,0.104,0,0.007,0,0.002,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
994,1,1,1,1,1,1,1,1,1,0.079,1,1,1,1,1,1,1,1,0.079,1,0.079,1,0.5,1,0.079,0.079,0.5,1,1,0.079,0.5,1,0.5,0.5,1,1,0.5,1,1,1,1,0.041,1,0.041,1,0.008,1,0.041,1,1,1,1,1,1,1,0.032,1,0.032,0.032,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.035,0.035,0.035,1,0.035,0.035,1,1,1,1,0.5,0.5,1,0.5,1,1,1,1,1,1,1,1,1,1,0.04,0.04,0.04,1,1,0.5,0.5,1,0.5,0.5,0.5,0.5,1,0.5,0.5,0.5,0.5,1,1,1,1,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,1,1,1,1,1,1,1,1,1,0.079,0.041,0.032,0.035,0.04,0,0.008,0,0.001,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
995,1,1,1,1,1,1,1,1,1,0.003,1,1,1,1,1,1,1,1,0.003,1,0.003,1,0.5,1,0.003,0.003,0.5,1,1,0.003,0.5,1,0.5,0.5,1,1,0.5,1,1,1,1,0,1,0,1,0.008,1,0,1,1,1,1,1,1,1,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,1,1,1,1,0.5,0.5,1,0.5,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,0.5,0.5,1,0.5,0.5,0.5,0.5,1,0.5,0.5,0.5,0.5,1,1,1,1,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,1,1,1,1,1,1,1,1,1,0.003,0,0,0,0,0.001,0.008,0,0.013,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
