Voll,Demand_Segment,Cost_of_Demand_Curtailment_per_MW,Max_Demand_Curtailment,$/MWh,Rep_Periods,Timesteps_per_Rep_Period,Sub_Weights,corresponding_week,r_id,month,day,hour,date,demand_ip1,demand_ip2,demand_ip3,demand_ip4
,,,,,,,,,1291,2,2,19,2023-02-02T17:30:00+08:00,16,12,237,481
,,,,,,,,,1292,2,2,20,2023-02-02T18:30:00+08:00,16,12,237,481
,,,,,,,,,1293,2,2,21,2023-02-02T19:30:00+08:00,16,12,237,481
,,,,,,,,,1294,2,2,22,2023-02-02T20:30:00+08:00,16,12,237,481
,,,,,,,,,1295,2,2,23,2023-02-02T21:30:00+08:00,16,12,237,481
,,,,,,,,,1296,2,2,24,2023-02-02T22:30:00+08:00,16,12,237,481
,,,,,,,,,1297,2,3,1,2023-02-02T23:30:00+08:00,12,9,178,361
,,,,,,,,,1298,2,3,2,2023-02-03T00:30:00+08:00,12,9,178,361
,,,,,,,,,1299,2,3,3,2023-02-03T01:30:00+08:00,12,9,178,361
,,,,,,,,,1300,2,3,4,2023-02-03T02:30:00+08:00,12,9,178,361
,,,,,,,,,1301,2,3,5,2023-02-03T03:30:00+08:00,12,9,178,361
,,,,,,,,,1302,2,3,6,2023-02-03T04:30:00+08:00,12,9,178,361
,,,,,,,,,1303,2,3,7,2023-02-03T05:30:00+08:00,20,15,297,602
,,,,,,,,,1304,2,3,8,2023-02-03T06:30:00+08:00,20,15,297,602
,,,,,,,,,1305,2,3,9,2023-02-03T07:30:00+08:00,20,15,297,602
,,,,,,,,,1306,2,3,10,2023-02-03T08:30:00+08:00,20,15,297,602
,,,,,,,,,1307,2,3,11,2023-02-03T09:30:00+08:00,20,15,297,602
,,,,,,,,,1308,2,3,12,2023-02-03T10:30:00+08:00,20,15,297,602
,,,,,,,,,1309,2,3,13,2023-02-03T11:30:00+08:00,20,15,297,602
,,,,,,,,,1310,2,3,14,2023-02-03T12:30:00+08:00,20,15,297,602
,,,,,,,,,1311,2,3,15,2023-02-03T13:30:00+08:00,20,15,297,602
,,,,,,,,,1312,2,3,16,2023-02-03T14:30:00+08:00,20,15,297,602
,,,,,,,,,1313,2,3,17,2023-02-03T15:30:00+08:00,20,15,297,602
,,,,,,,,,1314,2,3,18,2023-02-03T16:30:00+08:00,20,15,297,602
,,,,,,,,,1315,2,3,19,2023-02-03T17:30:00+08:00,16,12,237,481
,,,,,,,,,1316,2,3,20,2023-02-03T18:30:00+08:00,16,12,237,481
,,,,,,,,,1317,2,3,21,2023-02-03T19:30:00+08:00,16,12,237,481
,,,,,,,,,1318,2,3,22,2023-02-03T20:30:00+08:00,16,12,237,481
,,,,,,,,,1319,2,3,23,2023-02-03T21:30:00+08:00,16,12,237,481
,,,,,,,,,1320,2,3,24,2023-02-03T22:30:00+08:00,16,12,237,481
,,,,,,,,,1321,2,4,1,2023-02-03T23:30:00+08:00,12,9,178,361
,,,,,,,,,1322,2,4,2,2023-02-04T00:30:00+08:00,12,9,178,361
,,,,,,,,,1323,2,4,3,2023-02-04T01:30:00+08:00,12,9,178,361
,,,,,,,,,1324,2,4,4,2023-02-04T02:30:00+08:00,12,9,178,361
,,,,,,,,,1325,2,4,5,2023-02-04T03:30:00+08:00,12,9,178,361
,,,,,,,,,1326,2,4,6,2023-02-04T04:30:00+08:00,12,9,178,361
,,,,,,,,,1327,2,4,7,2023-02-04T05:30:00+08:00,20,15,297,602
,,,,,,,,,1328,2,4,8,2023-02-04T06:30:00+08:00,20,15,297,602
,,,,,,,,,1329,2,4,9,2023-02-04T07:30:00+08:00,20,15,297,602
,,,,,,,,,1330,2,4,10,2023-02-04T08:30:00+08:00,20,15,297,602
,,,,,,,,,1331,2,4,11,2023-02-04T09:30:00+08:00,20,15,297,602
,,,,,,,,,1332,2,4,12,2023-02-04T10:30:00+08:00,20,15,297,602
,,,,,,,,,1333,2,4,13,2023-02-04T11:30:00+08:00,20,15,297,602
,,,,,,,,,1334,2,4,14,2023-02-04T12:30:00+08:00,20,15,297,602
,,,,,,,,,1335,2,4,15,2023-02-04T13:30:00+08:00,20,15,297,602
,,,,,,,,,1336,2,4,16,2023-02-04T14:30:00+08:00,20,15,297,602
,,,,,,,,,1337,2,4,17,2023-02-04T15:30:00+08:00,20,15,297,602
,,,,,,,,,1338,2,4,18,2023-02-04T16:30:00+08:00,20,15,297,602
,,,,,,,,,1339,2,4,19,2023-02-04T17:30:00+08:00,16,12,237,481
,,,,,,,,,1340,2,4,20,2023-02-04T18:30:00+08:00,16,12,237,481
,,,,,,,,,1341,2,4,21,2023-02-04T19:30:00+08:00,16,12,237,481
,,,,,,,,,1342,2,4,22,2023-02-04T20:30:00+08:00,16,12,237,481
,,,,,,,,,1343,2,4,23,2023-02-04T21:30:00+08:00,16,12,237,481
,,,,,,,,,1344,2,4,24,2023-02-04T22:30:00+08:00,16,12,237,481
