Voll,Demand_Segment,Cost_of_Demand_Curtailment_per_MW,Max_Demand_Curtailment,$/MWh,Rep_Periods,Timesteps_per_Rep_Period,Sub_Weights,corresponding_week,r_id,month,day,hour,date,demand_z1
,,,,,,,,,234,1,17,18,2023-01-17T16:40:00+08:00,281
,,,,,,,,,235,1,17,19,2023-01-17T17:40:00+08:00,269
,,,,,,,,,236,1,17,20,2023-01-17T18:40:00+08:00,259
,,,,,,,,,237,1,17,21,2023-01-17T19:40:00+08:00,276
,,,,,,,,,238,1,17,22,2023-01-17T20:40:00+08:00,277
,,,,,,,,,239,1,17,23,2023-01-17T21:40:00+08:00,271
,,,,,,,,,240,1,17,24,2023-01-17T22:40:00+08:00,264
,,,,,,,,,241,1,18,1,2023-01-17T23:40:00+08:00,253
,,,,,,,,,242,1,18,2,2023-01-18T00:40:00+08:00,240
,,,,,,,,,243,1,18,3,2023-01-18T01:40:00+08:00,228
,,,,,,,,,244,1,18,4,2023-01-18T02:40:00+08:00,221
,,,,,,,,,245,1,18,5,2023-01-18T03:40:00+08:00,213
,,,,,,,,,246,1,18,6,2023-01-18T04:40:00+08:00,210
,,,,,,,,,247,1,18,7,2023-01-18T05:40:00+08:00,212
,,,,,,,,,248,1,18,8,2023-01-18T06:40:00+08:00,221
,,,,,,,,,249,1,18,9,2023-01-18T07:40:00+08:00,220
,,,,,,,,,250,1,18,10,2023-01-18T08:40:00+08:00,239
,,,,,,,,,251,1,18,11,2023-01-18T09:40:00+08:00,257
,,,,,,,,,252,1,18,12,2023-01-18T10:40:00+08:00,264
,,,,,,,,,253,1,18,13,2023-01-18T11:40:00+08:00,269
,,,,,,,,,254,1,18,14,2023-01-18T12:40:00+08:00,261
,,,,,,,,,255,1,18,15,2023-01-18T13:40:00+08:00,267
,,,,,,,,,256,1,18,16,2023-01-18T14:40:00+08:00,278
,,,,,,,,,257,1,18,17,2023-01-18T15:40:00+08:00,281
,,,,,,,,,258,1,18,18,2023-01-18T16:40:00+08:00,281
,,,,,,,,,259,1,18,19,2023-01-18T17:40:00+08:00,268
,,,,,,,,,260,1,18,20,2023-01-18T18:40:00+08:00,257
,,,,,,,,,261,1,18,21,2023-01-18T19:40:00+08:00,275
,,,,,,,,,262,1,18,22,2023-01-18T20:40:00+08:00,274
,,,,,,,,,263,1,18,23,2023-01-18T21:40:00+08:00,269
,,,,,,,,,264,1,18,24,2023-01-18T22:40:00+08:00,261
,,,,,,,,,265,1,19,1,2023-01-18T23:40:00+08:00,250
,,,,,,,,,266,1,19,2,2023-01-19T00:40:00+08:00,235
,,,,,,,,,267,1,19,3,2023-01-19T01:40:00+08:00,225
,,,,,,,,,268,1,19,4,2023-01-19T02:40:00+08:00,218
,,,,,,,,,269,1,19,5,2023-01-19T03:40:00+08:00,213
,,,,,,,,,270,1,19,6,2023-01-19T04:40:00+08:00,209
,,,,,,,,,271,1,19,7,2023-01-19T05:40:00+08:00,212
,,,,,,,,,272,1,19,8,2023-01-19T06:40:00+08:00,220
,,,,,,,,,273,1,19,9,2023-01-19T07:40:00+08:00,218
,,,,,,,,,274,1,19,10,2023-01-19T08:40:00+08:00,238
,,,,,,,,,275,1,19,11,2023-01-19T09:40:00+08:00,254
,,,,,,,,,276,1,19,12,2023-01-19T10:40:00+08:00,265
,,,,,,,,,277,1,19,13,2023-01-19T11:40:00+08:00,270
,,,,,,,,,278,1,19,14,2023-01-19T12:40:00+08:00,265
,,,,,,,,,279,1,19,15,2023-01-19T13:40:00+08:00,270
,,,,,,,,,280,1,19,16,2023-01-19T14:40:00+08:00,283
,,,,,,,,,281,1,19,17,2023-01-19T15:40:00+08:00,285
,,,,,,,,,282,1,19,18,2023-01-19T16:40:00+08:00,288
,,,,,,,,,283,1,19,19,2023-01-19T17:40:00+08:00,277
,,,,,,,,,284,1,19,20,2023-01-19T18:40:00+08:00,264
,,,,,,,,,285,1,19,21,2023-01-19T19:40:00+08:00,281
,,,,,,,,,286,1,19,22,2023-01-19T20:40:00+08:00,281
,,,,,,,,,287,1,19,23,2023-01-19T21:40:00+08:00,275
,,,,,,,,,288,1,19,24,2023-01-19T22:40:00+08:00,268
,,,,,,,,,289,1,20,1,2023-01-19T23:40:00+08:00,258
,,,,,,,,,290,1,20,2,2023-01-20T00:40:00+08:00,242
,,,,,,,,,291,1,20,3,2023-01-20T01:40:00+08:00,232
,,,,,,,,,292,1,20,4,2023-01-20T02:40:00+08:00,224
,,,,,,,,,293,1,20,5,2023-01-20T03:40:00+08:00,217
,,,,,,,,,294,1,20,6,2023-01-20T04:40:00+08:00,214
,,,,,,,,,295,1,20,7,2023-01-20T05:40:00+08:00,215
,,,,,,,,,296,1,20,8,2023-01-20T06:40:00+08:00,219
,,,,,,,,,297,1,20,9,2023-01-20T07:40:00+08:00,219
,,,,,,,,,298,1,20,10,2023-01-20T08:40:00+08:00,237
,,,,,,,,,299,1,20,11,2023-01-20T09:40:00+08:00,253
,,,,,,,,,300,1,20,12,2023-01-20T10:40:00+08:00,263
,,,,,,,,,301,1,20,13,2023-01-20T11:40:00+08:00,267
,,,,,,,,,302,1,20,14,2023-01-20T12:40:00+08:00,264
,,,,,,,,,303,1,20,15,2023-01-20T13:40:00+08:00,263
,,,,,,,,,304,1,20,16,2023-01-20T14:40:00+08:00,271
,,,,,,,,,305,1,20,17,2023-01-20T15:40:00+08:00,277
,,,,,,,,,306,1,20,18,2023-01-20T16:40:00+08:00,278
,,,,,,,,,307,1,20,19,2023-01-20T17:40:00+08:00,268
,,,,,,,,,308,1,20,20,2023-01-20T18:40:00+08:00,259
,,,,,,,,,309,1,20,21,2023-01-20T19:40:00+08:00,276
,,,,,,,,,310,1,20,22,2023-01-20T20:40:00+08:00,276
,,,,,,,,,311,1,20,23,2023-01-20T21:40:00+08:00,270
,,,,,,,,,312,1,20,24,2023-01-20T22:40:00+08:00,264
,,,,,,,,,313,1,21,1,2023-01-20T23:40:00+08:00,257
,,,,,,,,,314,1,21,2,2023-01-21T00:40:00+08:00,243
,,,,,,,,,315,1,21,3,2023-01-21T01:40:00+08:00,233
,,,,,,,,,316,1,21,4,2023-01-21T02:40:00+08:00,226
,,,,,,,,,317,1,21,5,2023-01-21T03:40:00+08:00,218
,,,,,,,,,318,1,21,6,2023-01-21T04:40:00+08:00,213
,,,,,,,,,319,1,21,7,2023-01-21T05:40:00+08:00,212
,,,,,,,,,320,1,21,8,2023-01-21T06:40:00+08:00,213
,,,,,,,,,321,1,21,9,2023-01-21T07:40:00+08:00,210
,,,,,,,,,322,1,21,10,2023-01-21T08:40:00+08:00,218
,,,,,,,,,323,1,21,11,2023-01-21T09:40:00+08:00,233
,,,,,,,,,324,1,21,12,2023-01-21T10:40:00+08:00,242
,,,,,,,,,325,1,21,13,2023-01-21T11:50:00+08:00,245
,,,,,,,,,326,1,21,14,2023-01-21T12:50:00+08:00,240
,,,,,,,,,327,1,21,15,2023-01-21T13:50:00+08:00,243
,,,,,,,,,328,1,21,16,2023-01-21T14:50:00+08:00,251
,,,,,,,,,329,1,21,17,2023-01-21T15:50:00+08:00,252
,,,,,,,,,330,1,21,18,2023-01-21T16:50:00+08:00,252
,,,,,,,,,331,1,21,19,2023-01-21T17:50:00+08:00,247
,,,,,,,,,332,1,21,20,2023-01-21T18:50:00+08:00,245
,,,,,,,,,333,1,21,21,2023-01-21T19:50:00+08:00,265
,,,,,,,,,334,1,21,22,2023-01-21T20:50:00+08:00,265
,,,,,,,,,335,1,21,23,2023-01-21T21:50:00+08:00,263
,,,,,,,,,336,1,21,24,2023-01-21T22:50:00+08:00,256
