r_id,plts_likupang,pltd_bitung,pltd_lopana,pltu_amurang,pltu_amurang_sawa,pltp_lahendong_iii,pltp_lahendong_iiiiv,pltp_lahendong_vvi_ftp_2,pltd_kotamobagu,pltu_gorontalo_ftp1,plts_isimu_gorontalo,pltd_talaga,pltu_molotabu,pltg_gorontalo_peaker,pltd_silae,pltu_tawaeli_ekpansi,pltu_ampana,plta_poso_2,pltg_tello,plta_bakaru_1,pltb_sidrap,pltu_sulsel_barru,pltg_sengkang_gt_22,pltgu_sengkang_st_28,pltu_punagay_ftp_2,pltb_jeneponto,pltgu_jeneponto_2,pltu_jeneponto_1,pltu_kendari_ekspansi,pltu_kendarinii_tanasa,mpp_sultra_kendari,pltu_kendari_3,pltmg_baubau,pltu_baubau,pltu_mamuju,lisdes,sangihe,sulut_3,tahuna,talaud,dedieselisasi,tahuna_2,dominanga,sulbagut_kuota_tersebar,sulbagut_kuota_tersebar,sulbagut_kuota_tersebar,sulbagut_kuota_tersebar,sulbagut_kuota_tersebar,sawangan,sulbagut_kuota_tersebar,sulbagut_kuota_tersebar,tahuna_3,sulbagut_kuota_tersebar,minahasa,sulut_1,sulbagut_1,bone_bolango,iya,lisdes,luwuk,poso_peaker,tomata,lisdes,koro_kabalo,dedieselisasi,lisdes,palu_3,koro_yaentu,lisdes,sulbagsel_kuota_tersebar,buleleng,biak_i,biak_ii,biak_iii,sulbagut_kuota_tersebar,sulbagsel_kuota_tersebar,halulai,alani,lisdes,sulsel_barru_2,malea_ftp_2,sulbagsel_kuota_tersebar,ussu_malili,selayar,selayar,bungin_111,madong,dedieselisasi,makassar,selayar_2,lisdes,sulbagsel_kuota_tersebar,sulbagsel_kuota_tersebar,sulbagsel_kuota_tersebar,dedieselisasi,bakaru_2,belaj_en,poko,sulbagsel_kuota_tersebar,buttu_batu,sulbagsel_kuota_tersebar,lisdes,lisdes,lisdes,dedieselisasi,mpp_sulselbar,lisdes,sulbagsel,dedieselisasi,lapai_1,lapai_2,riorita,watunohu,konawe_bendungan_pelosika_pupr,baubau_2,sulbagsel_kuota_tersebar,lisdes,lisdes,bonehau,pltp_kotamobagu_1,pltp_kotamobagu_2,pltp_kotamobagu_3,pltp_kotamobagu_4,pltp_marana,pltp_lainea,pltp_sipaholon_riaria,pltp_borapulu,pltp_pentadio,pltp_suwawa,pltm_riorita,pltm_riorita,plta_sulbagut_kuota_tersebar,plta_sulbagut_kuota_tersebar,plta_sulbagut,plta_sulbagsel_kuota_tersebar,plta_sulbagsel_kuota_tersebar,plta_sulawesi_kuota_tersebar,plta_sulawesi_kuota_tersebar,plta_pokko,plta_watunohu,plta_konawe_bendung_piipr,pltm_dominanga,pltm_lapa_1,pltm_lapa_1,pltm_lapa_2,pltm_lapa_2,pltm_riorita,pltm_riorita,pltsa_makassar,plts_dedieselisasi,pltb_sulbagsel_kuota_tersebar,pltb_sulbagsel,pltb_sulbagsel_kuota_tersebar,pltb_sulbagsel_kuota_tersebar,pltb_sulbagsel_kuota_tersebar,pltb_sulbagsel_kuota_tersebar,pltb_sulbagsel_kuota_tersebar,pltb_sulbagsel_kuota_tersebar,north_sulawesi_geothermal_potential_ruen,gorontalo_geothermal_potential_ruen,central_sulawesi_geothermal_potential_ruen,south_sulawesi_geothermal_potential_ruen,southeast_sulawesi_geothermal_potential_ruen,west_sulawesi_geothermal_potential_ruen,north_sulawesi_hydropower_potential_ruen,gorontalo_hydropower_potential_ruen,central_sulawesi_hydropower_potential_ruen,south_sulawesi_hydropower_potential_ruen,southeast_sulawesi_hydropower_potential_ruen,west_sulawesi_hydropower_potential_ruen,north_sulawesi_hydropower_mini_potential_ruen,gorontalo_hydropower_mini_potential_ruen,central_sulawesi_hydropower_mini_potential_ruen,south_sulawesi_hydropower_mini_potential_ruen,southeast_sulawesi_hydropower_mini_potential_ruen,west_sulawesi_hydropower_mini_potential_ruen,north_sulawesi_biomass_potential_ruen,gorontalo_biomass_potential_ruen,central_sulawesi_biomass_potential_ruen,south_sulawesi_biomass_potential_ruen,southeast_sulawesi_biomass_potential_ruen,west_sulawesi_biomass_potential_ruen,north_sulawesi_biogas_potential_ruen,gorontalo_biogas_potential_ruen,central_sulawesi_biogas_potential_ruen,south_sulawesi_biogas_potential_ruen,southeast_sulawesi_biogas_potential_ruen,west_sulawesi_biogas_potential_ruen,north_sulawesi_solar_potential_ruen,gorontalo_solar_potential_ruen,central_sulawesi_solar_potential_ruen,south_sulawesi_solar_potential_ruen,southeast_sulawesi_solar_potential_ruen,west_sulawesi_solar_potential_ruen,north_sulawesi_wind_potential_ruen,gorontalo_wind_potential_ruen,central_sulawesi_wind_potential_ruen,south_sulawesi_wind_potential_ruen,southeast_sulawesi_wind_potential_ruen,west_sulawesi_wind_potential_ruen,gas_candidate_1,gas_candidate_2,gas_candidate_3,gas_candidate_4,ccgt_candidate_1,ccgt_candidate_2,ccgt_candidate_3,ccgt_candidate_4,diesel_candidate_1,diesel_candidate_2,diesel_candidate_3,diesel_candidate_4,gas_candidate_1,gas_candidate_2,gas_candidate_3,gas_candidate_4,ccgt_candidate_1,ccgt_candidate_2,ccgt_candidate_3,ccgt_candidate_4,diesel_candidate_1,diesel_candidate_2,diesel_candidate_3,diesel_candidate_4,gas_candidate_1,gas_candidate_2,gas_candidate_3,gas_candidate_4,ccgt_candidate_1,ccgt_candidate_2,ccgt_candidate_3,ccgt_candidate_4,diesel_candidate_1,diesel_candidate_2,diesel_candidate_3,diesel_candidate_4,gas_candidate_1,gas_candidate_2,gas_candidate_3,gas_candidate_4,ccgt_candidate_1,ccgt_candidate_2,ccgt_candidate_3,ccgt_candidate_4,diesel_candidate_1,diesel_candidate_2,diesel_candidate_3,diesel_candidate_4,gas_candidate_1,gas_candidate_2,gas_candidate_3,gas_candidate_4,ccgt_candidate_1,ccgt_candidate_2,ccgt_candidate_3,ccgt_candidate_4,diesel_candidate_1,diesel_candidate_2,diesel_candidate_3,diesel_candidate_4,gas_candidate_1,gas_candidate_2,gas_candidate_3,gas_candidate_4,ccgt_candidate_1,ccgt_candidate_2,ccgt_candidate_3,ccgt_candidate_4,diesel_candidate_1,diesel_candidate_2,diesel_candidate_3,diesel_candidate_4
1152,0.259,1,1,1,1,1,1,1,1,1,0.172,1,1,1,1,1,1,0.5,1,0.5,0.039,1,1,1,1,0.039,1,1,1,1,1,1,1,1,1,0.259,0.259,1,1,1,0.259,1,0.5,1,1,0.5,0.5,1,0.5,0.5,1,1,1,1,1,1,0.5,0.5,0.224,1,0.5,0.5,0.224,0.5,0.224,0.224,1,0.5,0.224,0.5,0.5,0.5,0.5,0.5,0.5,1,0.5,0.5,0.141,1,0.5,0.5,0.5,0.141,1,0.5,0.5,0.141,1,1,0.141,1,0.5,0.039,0.141,0.5,0.5,0.5,0.039,0.5,0.5,0.249,0.249,0.249,0.249,1,0.249,1,0.249,0.5,0.5,0.5,0.5,0.5,1,1,0.186,0.186,0.5,1,1,1,1,1,1,1,1,1,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,0.224,0.006,0.006,0.006,0.006,0.006,0.006,0.006,0.006,1,1,1,1,1,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1,0.259,0.172,0.224,0.141,0.249,0.186,0.331,0.286,0.034,0.039,0.006,0.053,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1153,0.445,1,1,1,1,1,1,1,1,1,0.303,1,1,1,1,1,1,0.5,1,0.5,0.059,1,1,1,1,0.059,1,1,1,1,1,1,1,1,1,0.445,0.445,1,1,1,0.445,1,0.5,1,1,0.5,0.5,1,0.5,0.5,1,1,1,1,1,1,0.5,0.5,0.389,1,0.5,0.5,0.389,0.5,0.389,0.389,1,0.5,0.389,0.5,0.5,0.5,0.5,0.5,0.5,1,0.5,0.5,0.282,1,0.5,0.5,0.5,0.282,1,0.5,0.5,0.282,1,1,0.282,1,0.5,0.059,0.282,0.5,0.5,0.5,0.059,0.5,0.5,0.422,0.422,0.422,0.422,1,0.422,1,0.422,0.5,0.5,0.5,0.5,0.5,1,1,0.358,0.358,0.5,1,1,1,1,1,1,1,1,1,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,0.389,0.031,0.031,0.031,0.031,0.031,0.031,0.031,0.031,1,1,1,1,1,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1,0.445,0.303,0.389,0.282,0.422,0.358,0.349,0.294,0.056,0.059,0.031,0.004,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1154,0.568,1,1,1,1,1,1,1,1,1,0.431,1,1,1,1,1,1,0.5,1,0.5,0.085,1,1,1,1,0.085,1,1,1,1,1,1,1,1,1,0.568,0.568,1,1,1,0.568,1,0.5,1,1,0.5,0.5,1,0.5,0.5,1,1,1,1,1,1,0.5,0.5,0.521,1,0.5,0.5,0.521,0.5,0.521,0.521,1,0.5,0.521,0.5,0.5,0.5,0.5,0.5,0.5,1,0.5,0.5,0.43,1,0.5,0.5,0.5,0.43,1,0.5,0.5,0.43,1,1,0.43,1,0.5,0.085,0.43,0.5,0.5,0.5,0.085,0.5,0.5,0.515,0.515,0.515,0.515,1,0.515,1,0.515,0.5,0.5,0.5,0.5,0.5,1,1,0.505,0.505,0.5,1,1,1,1,1,1,1,1,1,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,0.521,0.037,0.037,0.037,0.037,0.037,0.037,0.037,0.037,1,1,1,1,1,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1,0.568,0.431,0.521,0.43,0.515,0.505,0.341,0.278,0.043,0.085,0.037,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1155,0.653,1,1,1,1,1,1,1,1,1,0.558,1,1,1,1,1,1,0.5,1,0.5,0.097,1,1,1,1,0.097,1,1,1,1,1,1,1,1,1,0.653,0.653,1,1,1,0.653,1,0.5,1,1,0.5,0.5,1,0.5,0.5,1,1,1,1,1,1,0.5,0.5,0.582,1,0.5,0.5,0.582,0.5,0.582,0.582,1,0.5,0.582,0.5,0.5,0.5,0.5,0.5,0.5,1,0.5,0.5,0.6,1,0.5,0.5,0.5,0.6,1,0.5,0.5,0.6,1,1,0.6,1,0.5,0.097,0.6,0.5,0.5,0.5,0.097,0.5,0.5,0.546,0.546,0.546,0.546,1,0.546,1,0.546,0.5,0.5,0.5,0.5,0.5,1,1,0.623,0.623,0.5,1,1,1,1,1,1,1,1,1,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,0.582,0.029,0.029,0.029,0.029,0.029,0.029,0.029,0.029,1,1,1,1,1,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1,0.653,0.558,0.582,0.6,0.546,0.623,0.316,0.242,0.025,0.097,0.029,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1156,0.675,1,1,1,1,1,1,1,1,1,0.647,1,1,1,1,1,1,0.5,1,0.5,0.079,1,1,1,1,0.079,1,1,1,1,1,1,1,1,1,0.675,0.675,1,1,1,0.675,1,0.5,1,1,0.5,0.5,1,0.5,0.5,1,1,1,1,1,1,0.5,0.5,0.596,1,0.5,0.5,0.596,0.5,0.596,0.596,1,0.5,0.596,0.5,0.5,0.5,0.5,0.5,0.5,1,0.5,0.5,0.667,1,0.5,0.5,0.5,0.667,1,0.5,0.5,0.667,1,1,0.667,1,0.5,0.079,0.667,0.5,0.5,0.5,0.079,0.5,0.5,0.552,0.552,0.552,0.552,1,0.552,1,0.552,0.5,0.5,0.5,0.5,0.5,1,1,0.684,0.684,0.5,1,1,1,1,1,1,1,1,1,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,0.596,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,1,1,1,1,1,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1,0.675,0.647,0.596,0.667,0.552,0.684,0.271,0.192,0.008,0.079,0.015,0.003,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1157,0.652,1,1,1,1,1,1,1,1,1,0.638,1,1,1,1,1,1,0.5,1,0.5,0.065,1,1,1,1,0.065,1,1,1,1,1,1,1,1,1,0.652,0.652,1,1,1,0.652,1,0.5,1,1,0.5,0.5,1,0.5,0.5,1,1,1,1,1,1,0.5,0.5,0.533,1,0.5,0.5,0.533,0.5,0.533,0.533,1,0.5,0.533,0.5,0.5,0.5,0.5,0.5,0.5,1,0.5,0.5,0.633,1,0.5,0.5,0.5,0.633,1,0.5,0.5,0.633,1,1,0.633,1,0.5,0.065,0.633,0.5,0.5,0.5,0.065,0.5,0.5,0.574,0.574,0.574,0.574,1,0.574,1,0.574,0.5,0.5,0.5,0.5,0.5,1,1,0.69,0.69,0.5,1,1,1,1,1,1,1,1,1,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,0.533,0.008,0.008,0.008,0.008,0.008,0.008,0.008,0.008,1,1,1,1,1,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1,0.652,0.638,0.533,0.633,0.574,0.69,0.236,0.157,0.002,0.065,0.008,0.02,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1158,0.594,1,1,1,1,1,1,1,1,1,0.592,1,1,1,1,1,1,0.5,1,0.5,0.071,1,1,1,1,0.071,1,1,1,1,1,1,1,1,1,0.594,0.594,1,1,1,0.594,1,0.5,1,1,0.5,0.5,1,0.5,0.5,1,1,1,1,1,1,0.5,0.5,0.482,1,0.5,0.5,0.482,0.5,0.482,0.482,1,0.5,0.482,0.5,0.5,0.5,0.5,0.5,0.5,1,0.5,0.5,0.55,1,0.5,0.5,0.5,0.55,1,0.5,0.5,0.55,1,1,0.55,1,0.5,0.071,0.55,0.5,0.5,0.5,0.071,0.5,0.5,0.582,0.582,0.582,0.582,1,0.582,1,0.582,0.5,0.5,0.5,0.5,0.5,1,1,0.615,0.615,0.5,1,1,1,1,1,1,1,1,1,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,0.482,0.008,0.008,0.008,0.008,0.008,0.008,0.008,0.008,1,1,1,1,1,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1,0.594,0.592,0.482,0.55,0.582,0.615,0.216,0.136,0.008,0.071,0.008,0.029,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1159,0.447,1,1,1,1,1,1,1,1,1,0.475,1,1,1,1,1,1,0.5,1,0.5,0.087,1,1,1,1,0.087,1,1,1,1,1,1,1,1,1,0.447,0.447,1,1,1,0.447,1,0.5,1,1,0.5,0.5,1,0.5,0.5,1,1,1,1,1,1,0.5,0.5,0.402,1,0.5,0.5,0.402,0.5,0.402,0.402,1,0.5,0.402,0.5,0.5,0.5,0.5,0.5,0.5,1,0.5,0.5,0.422,1,0.5,0.5,0.5,0.422,1,0.5,0.5,0.422,1,1,0.422,1,0.5,0.087,0.422,0.5,0.5,0.5,0.087,0.5,0.5,0.494,0.494,0.494,0.494,1,0.494,1,0.494,0.5,0.5,0.5,0.5,0.5,1,1,0.472,0.472,0.5,1,1,1,1,1,1,1,1,1,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,0.402,0.011,0.011,0.011,0.011,0.011,0.011,0.011,0.011,1,1,1,1,1,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1,0.447,0.475,0.402,0.422,0.494,0.472,0.225,0.129,0.018,0.087,0.011,0.022,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1160,0.248,1,1,1,1,1,1,1,1,1,0.301,1,1,1,1,1,1,0.5,1,0.5,0.11,1,1,1,1,0.11,1,1,1,1,1,1,1,1,1,0.248,0.248,1,1,1,0.248,1,0.5,1,1,0.5,0.5,1,0.5,0.5,1,1,1,1,1,1,0.5,0.5,0.314,1,0.5,0.5,0.314,0.5,0.314,0.314,1,0.5,0.314,0.5,0.5,0.5,0.5,0.5,0.5,1,0.5,0.5,0.276,1,0.5,0.5,0.5,0.276,1,0.5,0.5,0.276,1,1,0.276,1,0.5,0.11,0.276,0.5,0.5,0.5,0.11,0.5,0.5,0.33,0.33,0.33,0.33,1,0.33,1,0.33,0.5,0.5,0.5,0.5,0.5,1,1,0.323,0.323,0.5,1,1,1,1,1,1,1,1,1,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,0.314,0.009,0.009,0.009,0.009,0.009,0.009,0.009,0.009,1,1,1,1,1,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1,0.248,0.301,0.314,0.276,0.33,0.323,0.261,0.133,0.02,0.11,0.009,0.011,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1161,0.113,1,1,1,1,1,1,1,1,1,0.119,1,1,1,1,1,1,0.5,1,0.5,0.117,1,1,1,1,0.117,1,1,1,1,1,1,1,1,1,0.113,0.113,1,1,1,0.113,1,0.5,1,1,0.5,0.5,1,0.5,0.5,1,1,1,1,1,1,0.5,0.5,0.165,1,0.5,0.5,0.165,0.5,0.165,0.165,1,0.5,0.165,0.5,0.5,0.5,0.5,0.5,0.5,1,0.5,0.5,0.165,1,0.5,0.5,0.5,0.165,1,0.5,0.5,0.165,1,1,0.165,1,0.5,0.117,0.165,0.5,0.5,0.5,0.117,0.5,0.5,0.171,0.171,0.171,0.171,1,0.171,1,0.171,0.5,0.5,0.5,0.5,0.5,1,1,0.206,0.206,0.5,1,1,1,1,1,1,1,1,1,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,0.165,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,1,1,1,1,1,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1,0.113,0.119,0.165,0.165,0.171,0.206,0.27,0.149,0.013,0.117,0.005,0.003,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1162,0.012,1,1,1,1,1,1,1,1,1,0.012,1,1,1,1,1,1,0.5,1,0.5,0.107,1,1,1,1,0.107,1,1,1,1,1,1,1,1,1,0.012,0.012,1,1,1,0.012,1,0.5,1,1,0.5,0.5,1,0.5,0.5,1,1,1,1,1,1,0.5,0.5,0.024,1,0.5,0.5,0.024,0.5,0.024,0.024,1,0.5,0.024,0.5,0.5,0.5,0.5,0.5,0.5,1,0.5,0.5,0.042,1,0.5,0.5,0.5,0.042,1,0.5,0.5,0.042,1,1,0.042,1,0.5,0.107,0.042,0.5,0.5,0.5,0.107,0.5,0.5,0.028,0.028,0.028,0.028,1,0.028,1,0.028,0.5,0.5,0.5,0.5,0.5,1,1,0.048,0.048,0.5,1,1,1,1,1,1,1,1,1,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,0.024,0.007,0.007,0.007,0.007,0.007,0.007,0.007,0.007,1,1,1,1,1,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1,0.012,0.012,0.024,0.042,0.028,0.048,0.251,0.194,0.015,0.107,0.007,0.001,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1163,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0.5,1,0.5,0.08,1,1,1,1,0.08,1,1,1,1,1,1,1,1,1,0,0,1,1,1,0,1,0.5,1,1,0.5,0.5,1,0.5,0.5,1,1,1,1,1,1,0.5,0.5,0,1,0.5,0.5,0,0.5,0,0,1,0.5,0,0.5,0.5,0.5,0.5,0.5,0.5,1,0.5,0.5,0,1,0.5,0.5,0.5,0,1,0.5,0.5,0,1,1,0,1,0.5,0.08,0,0.5,0.5,0.5,0.08,0.5,0.5,0,0,0,0,1,0,1,0,0.5,0.5,0.5,0.5,0.5,1,1,0,0,0.5,1,1,1,1,1,1,1,1,1,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,0,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,1,1,1,1,1,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0.232,0.258,0.025,0.08,0.017,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1164,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0.5,1,0.5,0.038,1,1,1,1,0.038,1,1,1,1,1,1,1,1,1,0,0,1,1,1,0,1,0.5,1,1,0.5,0.5,1,0.5,0.5,1,1,1,1,1,1,0.5,0.5,0,1,0.5,0.5,0,0.5,0,0,1,0.5,0,0.5,0.5,0.5,0.5,0.5,0.5,1,0.5,0.5,0,1,0.5,0.5,0.5,0,1,0.5,0.5,0,1,1,0,1,0.5,0.038,0,0.5,0.5,0.5,0.038,0.5,0.5,0,0,0,0,1,0,1,0,0.5,0.5,0.5,0.5,0.5,1,1,0,0,0.5,1,1,1,1,1,1,1,1,1,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,0,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,1,1,1,1,1,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0.214,0.291,0.03,0.038,0.03,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1165,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0.5,1,0.5,0.021,1,1,1,1,0.021,1,1,1,1,1,1,1,1,1,0,0,1,1,1,0,1,0.5,1,1,0.5,0.5,1,0.5,0.5,1,1,1,1,1,1,0.5,0.5,0,1,0.5,0.5,0,0.5,0,0,1,0.5,0,0.5,0.5,0.5,0.5,0.5,0.5,1,0.5,0.5,0,1,0.5,0.5,0.5,0,1,0.5,0.5,0,1,1,0,1,0.5,0.021,0,0.5,0.5,0.5,0.021,0.5,0.5,0,0,0,0,1,0,1,0,0.5,0.5,0.5,0.5,0.5,1,1,0,0,0.5,1,1,1,1,1,1,1,1,1,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,0,0.048,0.048,0.048,0.048,0.048,0.048,0.048,0.048,1,1,1,1,1,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0.192,0.294,0.031,0.021,0.048,0.001,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
